Gene1,Gene2,Score
GFI1B,INTS8,108.0
GFI1B,XRCC6,107.0
GFI1B,SDF2L1,107.0
GFI1B,CD53,107.0
GFI1B,ACLY,107.0
GFI1B,SLC20A1,106.0
GFI1B,ATAD1,106.0
GFI1B,MTR,105.0
GFI1B,ETF1,105.0
GFI1B,EDEM1,105.0
GFI1B,CSE1L,105.0
GFI1B,CKAP2L,105.0
GFI1B,SPC24,104.0
GFI1B,PSMG2,104.0
GFI1B,PPM1G,104.0
GFI1B,PPM1F,104.0
GFI1B,TFG,103.0
GFI1B,PREP,103.0
GFI1B,METAP1,103.0
GFI1B,KIF22,103.0
GFI1B,ALDH9A1,103.0
GFI1B,PRKCQ,102.0
GFI1B,KAT7,102.0
GFI1B,ABCB10,102.0
GFI1B,RNF38,101.0
HCFC1,PRIM1,2182.0
HCFC1,POLR1B,2182.0
HCFC1,TMEM206,2176.0
HCFC1,SPC25,2052.0
HCFC1,ATP11C,2514.0
HCFC1,AHCYL1,2302.0
HCFC1,KPNA3,2128.0
HCFC1,RPP40,2053.0
HCFC1,4833439L19RIK,2079.0
HCFC1,MTR,2130.0
HCFC1,SLC35B4,1997.0
HCFC1,NDUFV1,2026.0
HCFC1,CDCA5,2061.0
HCFC1,KNSTRN,2264.0
HCFC1,NDUFA10,2392.0
HCFC1,ITPR1,1959.0
HCFC1,REXO2,2052.0
HCFC1,ZFP451,2149.0
HCFC1,TMEM33,1943.0
HCFC1,SNRNP200,1943.0
HCFC1,DHX33,2056.0
HCFC1,INPP5B,2034.0
HCFC1,CDCA8,1980.0
HCFC1,MRPL20,2152.0
HCFC1,DUS1L,2016.0
HCFC1,EIF2B1,2217.0
HCFC1,PA2G4,1948.0
HCFC1,TIMM29,2139.0
HCFC1,MPI,2076.0
HCFC1,RPA2,1918.0
HCFC1,NARS,1921.0
HCFC1,IFRD2,1995.0
HCFC1,ABL1,1884.0
HCFC1,LIG1,1830.0
HCFC1,CENPO,1822.0
HCFC1,DNM1L,1904.0
HCFC1,ABCE1,2136.0
HCFC1,ITCH,2066.0
HCFC1,TMEM43,1822.0
HCFC1,RANGAP1,1786.0
HCFC1,9430015G10RIK,1871.0
HCFC1,NUF2,2100.0
HCFC1,OTUD4,1873.0
HCFC1,MCM3,1901.0
HCFC1,NUDCD1,1769.0
HCFC1,NDC1,1886.0
HCFC1,PSMD6,2357.0
HCFC1,SESN1,1797.0
HCFC1,RRM1,2023.0
HCFC1,SLC35E1,2216.0
HCFC1,ZFP24,1923.0
HCFC1,PHB2,1888.0
HCFC1,ARID5A,1905.0
HCFC1,JARID2,1750.0
HCFC1,BUB1B,1833.0
HCFC1,DDX1,2304.0
HCFC1,RAD51,1807.0
HCFC1,DNAJC11,2243.0
HCFC1,UBAC1,1923.0
HCFC1,ITSN1,1856.0
HCFC1,AURKA,1996.0
HCFC1,ADO,1829.0
HCFC1,RPTOR,1953.0
HCFC1,MARS,1716.0
HCFC1,CLPTM1L,2192.0
HCFC1,DDX20,2181.0
HCFC1,WDR4,2089.0
HCFC1,PRPF4,1652.0
HCFC1,FBXW11,1764.0
HCFC1,ACLY,1711.0
HCFC1,LONP1,1892.0
HCFC1,CDC6,1837.0
HCFC1,MDN1,2142.0
HCFC1,TOP3B,1994.0
HCFC1,RPRD1B,1774.0
HCFC1,SEC23IP,1701.0
HCFC1,HARS,2067.0
HCFC1,NCLN,1685.0
HCFC1,TPX2,1968.0
HCFC1,NPLOC4,2048.0
HCFC1,TBL3,2018.0
HCFC1,ABCB8,1770.0
HCFC1,RACGAP1,1953.0
HCFC1,PLAA,1752.0
HCFC1,CDC45,1650.0
HCFC1,LRRC59,2262.0
HCFC1,GFM1,2328.0
HCFC1,NECAP2,2258.0
HCFC1,HUS1,2196.0
HCFC1,NUP155,2136.0
HCFC1,ACOX3,2121.0
HCFC1,ZFP35,2163.0
HCFC1,NOLC1,1984.0
HCFC1,EPRS,1793.0
HCFC1,FEM1A,1594.0
HCFC1,MIEF1,2229.0
HCFC1,ARMT1,1733.0
HCFC1,API5,2277.0
HCFC1,BYSL,1974.0
HCFC1,IMMT,1564.0
HCFC1,NSUN2,1982.0
HCFC1,RFC4,2054.0
HCFC1,EFTUD2,1912.0
HCFC1,CHORDC1,1994.0
HCFC1,SLC19A1,1864.0
HCFC1,NDUFS1,1664.0
HCFC1,SMPD4,2048.0
HCFC1,RTEL1,2146.0
HCFC1,FTSJ3,1615.0
HCFC1,HASPIN,1945.0
HCFC1,WDR5,2109.0
HCFC1,HSPH1,1892.0
HCFC1,MIS18BP1,1835.0
HCFC1,TIMM50,2084.0
HCFC1,RUVBL2,2110.0
HCFC1,GYS1,2110.0
HCFC1,GTF2F1,1810.0
HCFC1,CDCA3,1597.0
HCFC1,SHCBP1,2156.0
HCFC1,MTREX,2113.0
HCFC1,PLD3,2359.0
HCFC1,NUP107,2062.0
HCFC1,UQCRFS1,2059.0
HCFC1,PSMD9,2015.0
HCFC1,MTMR6,1934.0
HCFC1,STRAP,2133.0
HCFC1,XPC,2097.0
HCFC1,TRMT6,2137.0
HCFC1,SUPV3L1,1774.0
HCFC1,NOL9,2050.0
HCFC1,ELAC2,2056.0
HCFC1,DPP8,2026.0
HCFC1,TACC3,1500.0
HCFC1,PWP2,2009.0
HCFC1,SZT2,2037.0
HCFC1,KAT7,1462.0
HCFC1,FEM1B,1727.0
HCFC1,TUBGCP2,1929.0
HCFC1,GMFB,1994.0
HCFC1,CENPE,2058.0
HCFC1,CCNA2,1948.0
HCFC1,FARSB,1876.0
HCFC1,SLC39A6,1973.0
HCFC1,MFSD1,1944.0
HCFC1,ELP2,1973.0
HCFC1,GARS,1929.0
HCFC1,ARL8B,1830.0
HCFC1,MFSD14B,1857.0
HCFC1,E2F4,1937.0
HCFC1,FOXRED1,1865.0
HCFC1,CENPK,1969.0
HCFC1,SNAP47,1879.0
HCFC1,KIF11,1692.0
HCFC1,NUP88,1556.0
HCFC1,GTF2H1,1737.0
HCFC1,WDR43,1847.0
HCFC1,REXO4,1887.0
HCFC1,ATP13A1,1932.0
HCFC1,EIF1AD,1569.0
HCFC1,RARS,1903.0
HCFC1,EAF1,1990.0
HCFC1,DCAF13,1956.0
HCFC1,ZHX1,1960.0
HCFC1,9530068E07RIK,1819.0
HCFC1,NUP93,1852.0
HCFC1,PIK3R2,1830.0
HCFC1,ABHD17B,1836.0
HCFC1,ERCC8,1821.0
HCFC1,CIPC,1813.0
HCFC1,OTUD6B,1848.0
HCFC1,MTOR,1710.0
HCFC1,PHF5A,1425.0
HCFC1,TAB1,1941.0
HCFC1,PSMD1,1847.0
HCFC1,UBA2,1854.0
HCFC1,POLE3,1782.0
HCFC1,DLST,1787.0
HCFC1,IARS,1845.0
HCFC1,TBC1D2B,1811.0
HCFC1,CYC1,1871.0
HCFC1,STXBP4,1800.0
HCFC1,TUBGCP3,1835.0
HCFC1,PPID,1839.0
HCFC1,COPB1,1819.0
HCFC1,NUBP2,1921.0
HCFC1,MRPL37,1897.0
HCFC1,PRMT7,1817.0
HCFC1,NUS1,1826.0
HCFC1,UBR7,1825.0
HCFC1,SPPL2B,1692.0
HCFC1,RAD21,1794.0
HCFC1,PSMC2,1569.0
HCFC1,SMC2,1753.0
HCFC1,CCDC137,1707.0
HCFC1,PNO1,1677.0
HCFC1,TOMM70A,1744.0
HCFC1,HDGF,1662.0
HCFC1,CTR9,1854.0
HCFC1,SERP1,1706.0
HCFC1,ZDHHC6,1545.0
HCFC1,NDC80,1626.0
HCFC1,GPRASP1,1928.0
HCFC1,SLC35A4,1682.0
HCFC1,GOLT1B,1748.0
HCFC1,SLC31A1,1688.0
HCFC1,GUSB,1732.0
HCFC1,EIF2S1,1612.0
HCFC1,GPD1L,2125.0
HCFC1,HSPA4,1597.0
HCFC1,IDH1,1709.0
HCFC1,BIRC5,1659.0
HCFC1,MORC3,1757.0
HCFC1,PRMT5,1633.0
HCFC1,PSME3,1478.0
HCFC1,SF3B3,1643.0
HCFC1,ORC2,1753.0
HCFC1,MTMR4,1660.0
HCFC1,DDX21,1535.0
HCFC1,G6PDX,1673.0
HCFC1,NOP2,1560.0
HCFC1,KIF20B,1647.0
HCFC1,IPO9,1588.0
HCFC1,SLC25A46,1507.0
HCFC1,CKAP5,1619.0
HCFC1,STT3A,1546.0
HCFC1,HNRNPAB,1482.0
HCFC1,NUP85,1639.0
HCFC1,B230219D22RIK,1571.0
HCFC1,SNRPB,1672.0
HCFC1,RAD51AP1,1680.0
HCFC1,COLGALT1,1801.0
HCFC1,HJURP,1530.0
HCFC1,GMCL1,1537.0
HCFC1,CLTC,1376.0
HCFC1,PSME4,1597.0
HCFC1,DNAJC9,1516.0
HCFC1,PTCD3,1326.0
HCFC1,THADA,1527.0
HCFC1,ETF1,1593.0
HCFC1,WDHD1,1431.0
HCFC1,PPAT,1389.0
HCFC1,GLRX5,1666.0
HCFC1,TARS,1478.0
HCFC1,NUDT19,1394.0
HCFC1,GNL3,1686.0
HCFC1,NCAPD2,1607.0
HCFC1,NFAT5,1285.0
HCFC1,ADK,1364.0
HCFC1,MOGS,1534.0
HCFC1,SYNJ1,1740.0
HCFC1,ARCN1,1440.0
HCFC1,ATAD1,1706.0
HCFC1,ATG12,1595.0
HCFC1,AP3S1,1595.0
HCFC1,FAM189B,1701.0
HCFC1,MTHFD1,1518.0
HCFC1,BTAF1,1411.0
HCFC1,RABGGTB,1444.0
HCFC1,LONP2,1763.0
HCFC1,PCMTD2,1597.0
HCFC1,ARFGEF2,1865.0
HCFC1,FASTKD2,2123.0
HCFC1,MIS12,1501.0
HCFC1,MCM10,1515.0
HCFC1,CREBRF,1439.0
HCFC1,ATRN,1433.0
HCFC1,MCM5,1413.0
HCFC1,TRMT11,1510.0
HCFC1,USP37,1466.0
HCFC1,KCTD20,1338.0
HCFC1,GANAB,1408.0
HCFC1,SARAF,1542.0
HCFC1,CDCA4,1621.0
HCFC1,ARL6IP6,1448.0
HCFC1,TXNDC11,1466.0
HCFC1,SERPINB6A,1453.0
HCFC1,POLR2B,1445.0
HCFC1,NASP,1328.0
HCFC1,RNF4,1380.0
HCFC1,CIP2A,1486.0
HCFC1,TOMM40,1465.0
HCFC1,MCM4,1297.0
HCFC1,SRSF1,1160.0
HCFC1,NEDD1,1425.0
HCFC1,TEX10,1359.0
HCFC1,RPAP1,1258.0
HCFC1,NAA50,1327.0
HCFC1,SLC30A5,1448.0
HCFC1,KIF22,1475.0
HCFC1,YBX1,1321.0
HCFC1,USP42,1298.0
HCFC1,RNF38,1385.0
HCFC1,ELF1,1182.0
HCFC1,USP14,1202.0
HCFC1,MGAT1,1234.0
HCFC1,PSEN1,1244.0
HCFC1,UTP4,1465.0
HCFC1,SLC25A38,1393.0
HCFC1,CDC20,1366.0
HCFC1,RFC5,1255.0
HCFC1,OSBPL8,1200.0
HCFC1,TMEM184C,1553.0
HCFC1,CTC1,1201.0
HCFC1,KPNA1,1246.0
HCFC1,DNAJC5,1351.0
HCFC1,PLA2G15,1177.0
HCFC1,PSMG2,1215.0
HCFC1,RPN1,1323.0
HCFC1,CKAP2L,1369.0
HCFC1,PHKB,1226.0
HCFC1,MTO1,1151.0
HCFC1,EIF3B,1199.0
HCFC1,PLIN3,1390.0
HCFC1,ELOVL5,1441.0
HCFC1,MED16,1197.0
HCFC1,PBK,1161.0
HCFC1,PATL1,1257.0
HCFC1,TFG,1142.0
HCFC1,FAM91A1,1191.0
HCFC1,AP1S2,1559.0
HCFC1,ZFP367,1157.0
HCFC1,PTDSS1,1206.0
HCFC1,TMX3,1225.0
HCFC1,MTCH2,1219.0
HCFC1,QARS,1200.0
HCFC1,AGPS,1188.0
HCFC1,NADK,1130.0
HCFC1,PPM1G,1133.0
HCFC1,CDT1,1097.0
HCFC1,SLBP,1096.0
HCFC1,TOPORS,1129.0
HCFC1,SRM,1310.0
HCFC1,MICU1,1287.0
HCFC1,ADSL,1258.0
HCFC1,CNIH1,1207.0
HCFC1,FASTKD3,1228.0
HCFC1,MAD2L1,1081.0
HCFC1,UMPS,1332.0
HCFC1,ABL2,1035.0
HCFC1,GMNN,1117.0
HCFC1,ERGIC1,1186.0
HCFC1,IRF9,1013.0
HCFC1,PRIM2,1170.0
HCFC1,HAT1,1149.0
HCFC1,EIF4ENIF1,1189.0
HCFC1,TAF12,1148.0
HCFC1,HMBS,1180.0
HCFC1,TRIM35,1052.0
HCFC1,HYOU1,1076.0
HCFC1,RANBP3,982.0
HCFC1,POR,1008.0
HCFC1,MCM7,1104.0
HCFC1,LACTB,1165.0
HCFC1,NCAPG2,1208.0
HCFC1,ATAD2,1098.0
HCFC1,INCENP,992.0
HCFC1,H2AFX,1066.0
HCFC1,DEF8,1046.0
HCFC1,NCEH1,1090.0
HCFC1,IARS2,1022.0
HCFC1,TOP2A,975.0
HCFC1,TYMS,1024.0
HCFC1,PHF6,1291.0
HCFC1,STIP1,905.0
HCFC1,DNAJC10,1061.0
HCFC1,TNPO1,1027.0
HCFC1,ERLIN1,1191.0
HCFC1,DDX39,958.0
HCFC1,SHMT1,920.0
HCFC1,WSB1,961.0
HCFC1,POLD1,1209.0
HCFC1,SGO1,966.0
HCFC1,NMD3,1076.0
HCFC1,TFRC,885.0
HCFC1,HEXA,1122.0
HCFC1,NCAPG,947.0
HCFC1,HELLS,992.0
HCFC1,OSTM1,895.0
HCFC1,GEMIN5,937.0
HCFC1,RCOR1,970.0
HCFC1,BCAP29,863.0
HCFC1,USP11,1211.0
HCFC1,MOB3C,1173.0
HCFC1,ELMO2,1143.0
HCFC1,ME2,993.0
HCFC1,CENPF,908.0
HCFC1,TCF19,872.0
HCFC1,ATF7,887.0
HCFC1,PLAG1,925.0
HCFC1,DUT,863.0
HCFC1,ZFP53,896.0
HCFC1,PRODH,1364.0
HCFC1,WDR55,896.0
HCFC1,TIFAB,1775.0
HCFC1,IDH3A,890.0
HCFC1,CDC7,861.0
HCFC1,RMND5A,802.0
HCFC1,CS,849.0
HCFC1,FAM76B,991.0
HCFC1,SEH1L,821.0
HCFC1,PPM1F,742.0
HCFC1,TTLL12,866.0
HCFC1,CEP55,892.0
HCFC1,CKS1B,930.0
HCFC1,RPA1,854.0
HCFC1,SPC24,1058.0
HCFC1,INTS13,708.0
HCFC1,XRCC3,847.0
HCFC1,LMO4,893.0
HCFC1,POLA2,738.0
HCFC1,TK1,849.0
HCFC1,ZMIZ1,683.0
HCFC1,VPS35,766.0
HCFC1,TIPIN,735.0
HCFC1,ORC6,766.0
HCFC1,EEF1E1,682.0
HCFC1,CENPA,888.0
HCFC1,FUCA2,791.0
HCFC1,ZFP422,1394.0
HCFC1,TBC1D5,876.0
HCFC1,BACE1,1531.0
HCFC1,SAMD9L,1069.0
HCFC1,FIGNL1,892.0
HCFC1,APLP2,738.0
HCFC1,MAPK1,636.0
HCFC1,ZDHHC13,724.0
HCFC1,CCDC50,878.0
HCFC1,CSE1L,791.0
HCFC1,CCNB2,874.0
HCFC1,MSMO1,828.0
HCFC1,DTL,650.0
HCFC1,PREP,748.0
HCFC1,MEIS1,1378.0
HCFC1,XPNPEP1,820.0
HCFC1,CSTF2,776.0
HCFC1,TXNIP,769.0
HCFC1,ODC1,680.0
HCFC1,TMEM97,671.0
HCFC1,FDFT1,684.0
HCFC1,ECT2,581.0
HCFC1,PPP1CB,725.0
HCFC1,MNS1,688.0
HCFC1,ISYNA1,757.0
HCFC1,PSAT1,685.0
HCFC1,ZFP322A,808.0
HCFC1,SLC2A3,927.0
HCFC1,PLA2G12A,648.0
HCFC1,TTF2,647.0
HCFC1,ALAS1,718.0
HCFC1,HDAC2,564.0
HCFC1,AKAP8L,667.0
HCFC1,PCMTD1,572.0
HCFC1,HMGB2,541.0
HCFC1,SETD2,684.0
HCFC1,GALNS,620.0
HCFC1,INO80D,675.0
HCFC1,CAD,660.0
HCFC1,JPT1,558.0
HCFC1,HERPUD1,625.0
HCFC1,ASF1B,557.0
HCFC1,MFSD10,630.0
HCFC1,NRROS,639.0
HCFC1,CDCA7,569.0
HCFC1,NCAPH,601.0
HCFC1,NPTN,588.0
HCFC1,ACOX1,567.0
HCFC1,FGFR1OP,628.0
HCFC1,IL27RA,1022.0
HCFC1,GIMAP1,1154.0
HCFC1,CBX5,547.0
HCFC1,SPCS3,599.0
HCFC1,SHISA5,922.0
HCFC1,CCNB1,454.0
HCFC1,TSPAN3,702.0
HCFC1,SH3BGRL,835.0
HCFC1,PTTG1IP,572.0
HCFC1,CUL3,564.0
HCFC1,TBC1D10C,522.0
HCFC1,TMEM229B,449.0
HCFC1,CKAP2,459.0
HCFC1,MGAT5,612.0
HCFC1,DEK,569.0
HCFC1,CAMK2D,810.0
HCFC1,CYBC1,558.0
HCFC1,BID,547.0
HCFC1,YPEL3,634.0
HCFC1,UBE2C,555.0
HCFC1,SVIP,1073.0
HCFC1,RB1,535.0
HCFC1,FBXO5,510.0
HCFC1,POLE,435.0
HCFC1,METAP1,529.0
HCFC1,ATP6AP2,749.0
HCFC1,TECPR1,604.0
HCFC1,SPTBN1,438.0
HCFC1,MCM6,472.0
HCFC1,PRELID3B,659.0
HCFC1,PIP4K2A,540.0
HCFC1,NUSAP1,433.0
HCFC1,PTPN7,602.0
HCFC1,FAM136A,388.0
HCFC1,GLB1,536.0
HCFC1,SLC26A2,523.0
HCFC1,CDK1,613.0
HCFC1,OSBPL1A,495.0
HCFC1,XRCC6,591.0
HCFC1,BC005561,408.0
HCFC1,FLNA,478.0
HCFC1,CLN5,423.0
HCFC1,GCLC,667.0
HCFC1,JPT2,419.0
HCFC1,CSGALNACT2,365.0
HCFC1,TBC1D9B,406.0
HCFC1,LAP3,543.0
HCFC1,SLC37A1,500.0
HCFC1,NPDC1,422.0
HCFC1,H2-DMA,456.0
HCFC1,BUB1,528.0
HCFC1,ICAM1,402.0
HCFC1,PARVG,534.0
HCFC1,USP10,442.0
HCFC1,IRGM2,485.0
HCFC1,ARID2,495.0
HCFC1,INTS8,535.0
HCFC1,MSH6,467.0
HCFC1,ALDH18A1,430.0
HCFC1,PRC1,421.0
HCFC1,ZFAND5,420.0
HCFC1,RRM2,489.0
HCFC1,DCK,326.0
HCFC1,C1RL,422.0
HCFC1,TCP11L2,489.0
HCFC1,ABCB10,400.0
HCFC1,PTPRS,449.0
HCFC1,GOLPH3,523.0
HCFC1,PPP1R15A,592.0
HCFC1,MAML3,683.0
HCFC1,GNS,479.0
HCFC1,MTMR1,456.0
HCFC1,CCNF,437.0
HCFC1,SGMS1,670.0
HCFC1,DHFR,459.0
HCFC1,SMARCA2,490.0
HCFC1,MEMO1,498.0
HCFC1,ZFP36,394.0
HCFC1,PDIA4,433.0
HCFC1,SDF2L1,462.0
HCFC1,RCC1,369.0
HCFC1,CD48,452.0
HCFC1,RGS19,431.0
HCFC1,RAB37,415.0
HCFC1,NAMPT,482.0
HCFC1,ATP6AP1,563.0
HCFC1,FAM102B,402.0
HCFC1,BTG2,368.0
HCFC1,RAP1B,496.0
HCFC1,SOCS2,386.0
HCFC1,UHRF1,364.0
HCFC1,MXD3,373.0
HCFC1,CTTN,778.0
HCFC1,BDH2,314.0
HCFC1,SPIDR,436.0
HCFC1,CTPS,395.0
HCFC1,MCM2,418.0
HCFC1,HACD3,342.0
HCFC1,EDEM1,483.0
HCFC1,TESPA1,485.0
HCFC1,NR3C2,762.0
HCFC1,IGTP,433.0
HCFC1,GBP7,398.0
HCFC1,PLEKHO2,378.0
HCFC1,FAM111A,469.0
HCFC1,FCHO2,288.0
HCFC1,UNC93B1,388.0
HCFC1,DENND1C,398.0
HCFC1,ACAA2,326.0
HCFC1,MAPKAPK3,460.0
HCFC1,PTPRE,561.0
HCFC1,HNRNPLL,352.0
HCFC1,ZBTB38,480.0
HCFC1,AURKB,543.0
HCFC1,COQ8A,411.0
HCFC1,MYC,378.0
HCFC1,RPS6KA3,446.0
HCFC1,CKS2,380.0
HCFC1,PIM2,478.0
HCFC1,KLF6,260.0
HCFC1,CYB5R1,347.0
HCFC1,VSIR,323.0
HCFC1,GSR,368.0
HCFC1,H1F0,473.0
HCFC1,RELB,317.0
HCFC1,YBX3,346.0
HCFC1,SLC20A1,376.0
HCFC1,MR1,389.0
HCFC1,UBL4A,420.0
HCFC1,CCNE2,231.0
HCFC1,GMIP,391.0
HCFC1,METTL7A1,390.0
HCFC1,TRIB3,283.0
HCFC1,ACOT9,437.0
HCFC1,LYN,412.0
HCFC1,STT3B,280.0
HCFC1,MPZL1,233.0
HCFC1,MYO5A,307.0
HCFC1,FGGY,638.0
HCFC1,PANX1,466.0
HCFC1,ALDH9A1,295.0
HCFC1,FAR1,323.0
HCFC1,GBP3,360.0
HCFC1,PIK3IP1,368.0
HCFC1,SPNS3,617.0
HCFC1,DUSP1,241.0
HCFC1,ATP1B3,306.0
HCFC1,RPS6KA5,260.0
HCFC1,KCNK5,227.0
HCFC1,UBA7,350.0
HCFC1,LY9,607.0
HCFC1,CD274,485.0
HCFC1,ANXA5,310.0
HCFC1,IL17RA,335.0
HCFC1,UAP1,333.0
HCFC1,ARHGAP15,475.0
HCFC1,GIMAP6,597.0
HCFC1,JUN,347.0
HCFC1,ADSSL1,583.0
HCFC1,STAT2,254.0
HCFC1,LY86,568.0
HCFC1,ZNRF2,301.0
HCFC1,GEM,407.0
HCFC1,LMAN2L,297.0
HCFC1,RGCC,238.0
HCFC1,FOXO1,342.0
HCFC1,MLLT3,242.0
HCFC1,NFKBIA,259.0
HCFC1,LAX1,547.0
HCFC1,PFKFB3,252.0
HCFC1,HLF,395.0
HCFC1,MYO1G,326.0
HCFC1,GGTA1,290.0
HCFC1,SERPINB9,289.0
HCFC1,SPI1,530.0
HCFC1,SLC16A1,217.0
HCFC1,VAV1,338.0
HCFC1,TMX4,264.0
HCFC1,TCN2,294.0
HCFC1,CYFIP2,227.0
HCFC1,REL,234.0
HCFC1,CBFB,284.0
HCFC1,1700017B05RIK,286.0
HCFC1,ST6GALNAC4,281.0
HCFC1,TRIM59,332.0
HCFC1,TSC22D1,210.0
HCFC1,EML4,191.0
HCFC1,SOAT1,285.0
HCFC1,ZFP467,288.0
HCFC1,MAP4K2,314.0
HCFC1,PHF11B,487.0
HCFC1,TEC,336.0
HCFC1,CISH,337.0
HCFC1,GLIPR2,188.0
HCFC1,SORT1,482.0
HCFC1,MC5R,290.0
HCFC1,TUBA4A,247.0
HCFC1,DOCK10,330.0
HCFC1,MTFR1,216.0
HCFC1,HDAC7,310.0
HCFC1,SNX30,183.0
HCFC1,STOM,309.0
HCFC1,NDE1,335.0
HCFC1,TENT5A,263.0
HCFC1,ACSS2,201.0
HCFC1,UBE2L6,328.0
HCFC1,FLNB,451.0
HCFC1,SLC44A2,264.0
HCFC1,SNAP23,262.0
HCFC1,PIDD1,278.0
HCFC1,RGS1,352.0
HCFC1,CAPG,235.0
HCFC1,CD53,286.0
HCFC1,CALCRL,439.0
HCFC1,ZFP945,285.0
HCFC1,TLR4,436.0
HCFC1,FLOT2,430.0
HCFC1,SLC43A3,242.0
HCFC1,TRIM30D,424.0
HCFC1,H2-AA,420.0
HCFC1,ST8SIA4,258.0
HCFC1,DHRS3,266.0
HCFC1,AKNA,251.0
HCFC1,EPB41L4B,211.0
HCFC1,GK,316.0
HCFC1,RP2,316.0
HCFC1,E2F8,213.0
HCFC1,NDRG1,284.0
HCFC1,CERS4,214.0
HCFC1,CD82,278.0
HCFC1,ZBTB16,390.0
HCFC1,SSH3,386.0
HCFC1,PGLYRP2,384.0
HCFC1,GPR160,272.0
HCFC1,PLEK,198.0
HCFC1,EGR1,243.0
HCFC1,MLKL,209.0
HCFC1,PAK1,192.0
HCFC1,SPNS2,369.0
HCFC1,GOLIM4,368.0
HCFC1,XAF1,202.0
HCFC1,ANKRD44,141.0
HCFC1,NEIL3,209.0
HCFC1,SEC24D,129.0
HCFC1,FRRS1,214.0
HCFC1,GABBR1,232.0
HCFC1,IL6ST,181.0
HCFC1,TMEM154,347.0
HCFC1,NFATC2,257.0
HCFC1,PTGR1,214.0
HCFC1,SYK,254.0
HCFC1,PCLAF,185.0
HCFC1,ITGAL,337.0
HCFC1,CD44,182.0
HCFC1,TMEM173,333.0
HCFC1,ISG20,185.0
HCFC1,SIRPA,218.0
HCFC1,SERPINB1A,332.0
HCFC1,SFXN1,179.0
HCFC1,H2-Q6,323.0
HCFC1,CTSZ,163.0
HCFC1,MBNL3,200.0
HCFC1,SCARB1,154.0
HCFC1,NAPSA,304.0
HCFC1,LGALS1,190.0
HCFC1,RAB38,303.0
HCFC1,CD69,303.0
HCFC1,PRKCD,199.0
HCFC1,CHRNB1,168.0
HCFC1,ABCG2,170.0
HCFC1,PITPNC1,160.0
HCFC1,HDAC11,175.0
HCFC1,SLCO4A1,204.0
HCFC1,CD68,119.0
HCFC1,ACSS1,295.0
HCFC1,GFI1B,161.0
HCFC1,MKI67,195.0
HCFC1,TCIRG1,180.0
HCFC1,GIMAP8,289.0
HCFC1,HIF3A,184.0
HCFC1,NFE2,202.0
HCFC1,GIMAP5,287.0
HCFC1,IFI27L2A,153.0
HCFC1,ALDOC,166.0
HCFC1,LRRC8B,185.0
HCFC1,TFR2,280.0
HCFC1,CST7,148.0
HCFC1,CYP4V3,275.0
HCFC1,CLEC12A,142.0
HCFC1,STAG2,159.0
HCFC1,LCP2,271.0
HCFC1,EBI3,271.0
HCFC1,LSP1,270.0
HCFC1,CDKN1A,143.0
HCFC1,NUDT4,141.0
HCFC1,HMGB3,264.0
HCFC1,RORA,263.0
HCFC1,SELENBP1,261.0
HCFC1,ARHGEF39,260.0
HCFC1,TSC22D3,131.0
HCFC1,RETREG1,143.0
HCFC1,TRIM16,256.0
HCFC1,NFAM1,256.0
HCFC1,LAPTM4B,254.0
HCFC1,HACD4,247.0
HCFC1,PHF10,125.0
HCFC1,DOK2,241.0
HCFC1,MFNG,139.0
HCFC1,VKORC1L1,139.0
HCFC1,PRKCH,121.0
HCFC1,SLC7A4,230.0
HCFC1,PIK3R1,131.0
HCFC1,TOR3A,118.0
HCFC1,OSGIN1,223.0
HCFC1,TGFBR1,131.0
HCFC1,PEAR1,132.0
HCFC1,GBP2,220.0
HCFC1,F2R,118.0
HCFC1,TYROBP,218.0
HCFC1,ENPP5,218.0
HCFC1,BC035044,215.0
HCFC1,TSPOAP1,136.0
HCFC1,SDC4,211.0
HCFC1,IRF7,115.0
HCFC1,GPR65,204.0
HCFC1,TNFAIP2,203.0
HCFC1,RUNX1T1,203.0
HCFC1,IGFBP4,200.0
HCFC1,NCF1,198.0
HCFC1,CDK18,195.0
HCFC1,HSPA1A,108.0
HCFC1,HAAO,192.0
HCFC1,SGPP1,117.0
HCFC1,ADORA2A,113.0
HCFC1,CFP,190.0
HCFC1,RGS18,189.0
HCFC1,KIF17,103.0
HCFC1,TMEM37,185.0
HCFC1,NDRG2,184.0
HCFC1,SH2D5,182.0
HCFC1,CBX7,182.0
HCFC1,ANXA2,176.0
HCFC1,MAGED2,170.0
HCFC1,ATP8B4,167.0
HCFC1,FCER1G,164.0
HCFC1,PRSS57,162.0
HCFC1,MYB,162.0
HCFC1,GATM,162.0
HCFC1,GRINA,161.0
HCFC1,EZR,159.0
HCFC1,SYTL1,155.0
HCFC1,DDX58,155.0
HCFC1,CTSO,152.0
HCFC1,CTSL,152.0
HCFC1,S100A6,151.0
HCFC1,KCTD12,150.0
HCFC1,CD74,149.0
HCFC1,ANXA3,148.0
HCFC1,BCL2,145.0
HCFC1,RNF122,143.0
HCFC1,SIGLECG,142.0
HCFC1,RIN3,142.0
HCFC1,PTGS1,142.0
HCFC1,DOCK11,142.0
HCFC1,FGL2,141.0
HCFC1,CASP1,140.0
HCFC1,FCGR2B,139.0
HCFC1,RGS2,138.0
HCFC1,SLFN2,137.0
HCFC1,PDE4B,137.0
