Gene1,Gene2
JARID2,HSPB1
JARID2,HSPG2
JARID2,HTRA1
JARID2,ID4
JARID2,IFI30
JARID2,IFITM1
JARID2,IFITM2
JARID2,IFITM3
JARID2,IRF1
JARID2,ITGA6
JARID2,ITPK1
JARID2,JUN
JARID2,KANK3
JARID2,KAT2B
JARID2,KLF2
JARID2,KLF9
JARID2,KNTC1
JARID2,KRT18
JARID2,L1TD1
JARID2,L3MBTL2
JARID2,LAPTM5
JARID2,LEFTY1
JARID2,LEFTY2
JARID2,LMO4
JARID2,LRP2
JARID2,LRRC2
JARID2,LY6E
JARID2,LY75
JARID2,MANBA
JARID2,MARCKS
JARID2,MCM10
JARID2,MCM3
JARID2,MCM4
JARID2,MCM5
JARID2,MCM6
JARID2,MDN1
JARID2,MEG3
JARID2,MEIS1
JARID2,MEIS3
JARID2,MFSD10
JARID2,MME
JARID2,MORC4
JARID2,MOV10
JARID2,MPP1
JARID2,MPZL2
JARID2,MSH2
JARID2,MSH6
JARID2,MT1
JARID2,MTA3
JARID2,MTF2
JARID2,MYBBP1A
JARID2,MYBL2
JARID2,MYH9
JARID2,MYLPF
JARID2,NANOG
JARID2,NCOA3
JARID2,NDN
JARID2,NDRG1
JARID2,NDRG4
JARID2,NFATC2IP
JARID2,NFE2L2
JARID2,NFIA
JARID2,NFIB
JARID2,NOTCH1
JARID2,NOTUM
JARID2,NPL
JARID2,NR0B1
JARID2,NR2F2
JARID2,NR5A2
JARID2,NXF7
JARID2,ODC1
JARID2,OTX2
JARID2,PA2G4
JARID2,PAX6
JARID2,PAX8
JARID2,PCBD1
JARID2,PCNA
JARID2,PCSK6
JARID2,PDGFRA
JARID2,PDLIM1
JARID2,PDPN
JARID2,PFAS
JARID2,PHF20
JARID2,PIPOX
JARID2,PKNOX2
JARID2,PLA2G1B
JARID2,PLAT
JARID2,PLTP
JARID2,POLR1A
JARID2,POLR1B
JARID2,POU4F1
JARID2,POU5F1
JARID2,POU6F1
JARID2,PPP2R5A
JARID2,PRDM5
JARID2,PRDX1
JARID2,PROX1
JARID2,PRPS2
JARID2,PTPN3
JARID2,RAD51
JARID2,RAD54B
JARID2,RANBP17
JARID2,RANGRF
JARID2,RARG
JARID2,RBM47
JARID2,RBPMS2
JARID2,RDM1
JARID2,RENBP
JARID2,REST
JARID2,RHOX6
JARID2,RPL39L
JARID2,RPP25
JARID2,RRM2
JARID2,RRP1B
JARID2,RTN1
JARID2,RYBP
JARID2,SALL4
JARID2,SATB1
JARID2,SDC4
JARID2,SEC24D
JARID2,SENP3
JARID2,SERPINB6A
JARID2,SERPINB6C
JARID2,SETX
JARID2,SFMBT2
JARID2,SGK1
JARID2,SIRT1
JARID2,SIX1
JARID2,SLC16A1
JARID2,SLC16A6
JARID2,SLC17A9
JARID2,SLC1A5
JARID2,SLC7A3
JARID2,SLC7A5
JARID2,SLC7A7
JARID2,SMAD7
JARID2,SMARCC2
JARID2,SNHG1
JARID2,SNORD87
JARID2,SNX2
JARID2,SOX4
JARID2,SPOCK1
JARID2,SPP1
JARID2,SPRY2
JARID2,SPRY4
JARID2,SRGN
JARID2,SRM
JARID2,STAG3
JARID2,STARD8
JARID2,STAT4
JARID2,SUZ12
JARID2,TAF5
JARID2,TBRG1
JARID2,TBX3
JARID2,TCEA3
JARID2,TCF12
JARID2,TCF7
JARID2,TCL1
JARID2,TCOF1
JARID2,TDGF1
JARID2,TDH
JARID2,TET1
JARID2,TGIF1
JARID2,TIMP2
JARID2,TNS4
JARID2,TOP2A
JARID2,TOP2B
JARID2,TOX3
JARID2,TPD52
JARID2,TPX2
JARID2,TRIM13
JARID2,TRIM2
JARID2,TRIM25
JARID2,TRP53
JARID2,TSHZ3
JARID2,TTF2
JARID2,TUBA4A
JARID2,TUBB2B
JARID2,UCHL1
JARID2,UHRF1
JARID2,UNG
JARID2,UPP1
JARID2,USP28
JARID2,UTF1
JARID2,VAMP8
JARID2,VANGL1
JARID2,VEZF1
JARID2,VIM
JARID2,XRCC5
JARID2,XRCC6
JARID2,ZBTB20
JARID2,ZEB1
JARID2,ZEB2
JARID2,ZFP296
JARID2,ZFP42
JARID2,ZFP423
JARID2,ZFP600
JARID2,ZFP768
JARID2,ZIC3
JARID2,ZMYND11
JARID2,ZSCAN10
JARID2,ZSWIM4
KLF4,2200002D01RIK
KLF4,ABHD5
KLF4,ABTB1
KLF4,ACADM
KLF4,ACP6
KLF4,ADAM15
KLF4,ADAM19
KLF4,AES
KLF4,AFF1
KLF4,AGPAT4
KLF4,AHNAK
KLF4,AIRE
KLF4,AKR1B8
KLF4,ALDH2
KLF4,ALG13
KLF4,AMFR
KLF4,AMOT
KLF4,AMOTL2
KLF4,ANKRD6
KLF4,ANP32A
KLF4,ANXA2
KLF4,APOBEC3
KLF4,APOE
KLF4,APP
KLF4,AQP3
KLF4,AQP8
KLF4,ARHGAP29
KLF4,ARHGEF5
KLF4,ARID3B
KLF4,ARID5B
KLF4,ARNT2
KLF4,ASS1
KLF4,ASXL1
KLF4,ATF3
KLF4,ATG16L2
KLF4,ATP1B1
KLF4,BACH2
KLF4,BAG2
KLF4,BARX1
KLF4,BASP1
KLF4,BAZ1A
KLF4,BCAS3
KLF4,BCAT1
KLF4,BCL3
KLF4,BEND5
KLF4,BEX1
KLF4,BMP4
KLF4,BNC2
KLF4,BNIP3
KLF4,BRCA2
KLF4,BRWD1
KLF4,CACHD1
KLF4,CALCOCO2
KLF4,CALD1
KLF4,CAR2
KLF4,CAR4
KLF4,CBX4
KLF4,CBX7
KLF4,CBX8
KLF4,CCND2
KLF4,CCND3
KLF4,CCNE1
KLF4,CCNG1
KLF4,CD63
KLF4,CD9
KLF4,CDC20
KLF4,CDC42SE2
KLF4,CDIPT
KLF4,CDKN1A
KLF4,CHD5
KLF4,CHD7
KLF4,CHST15
KLF4,CITED1
KLF4,CKB
KLF4,CLDN6
KLF4,CLIC1
KLF4,CLN6
KLF4,CNN2
KLF4,CNOT6
KLF4,CNOT6L
KLF4,COBL
KLF4,COBLL1
KLF4,COL4A1
KLF4,COTL1
KLF4,CPM
KLF4,CRABP2
KLF4,CREB3
KLF4,CRIP2
KLF4,CRTAP
KLF4,CRYAB
KLF4,CSRP1
KLF4,CSTB
KLF4,CTH
KLF4,CTNNAL1
KLF4,CTNNBIP1
KLF4,CTSD
KLF4,CUBN
KLF4,CUX2
KLF4,CYP26A1
KLF4,DAB2
KLF4,DDAH1
KLF4,DDAH2
KLF4,DDX54
KLF4,DDX58
KLF4,DENND2C
KLF4,DKK1
KLF4,DMRT1
KLF4,DNAJC10
KLF4,DNMT3A
KLF4,DPP4
KLF4,DTX1
KLF4,DUSP3
KLF4,DUSP9
KLF4,E2F2
KLF4,EBF1
KLF4,EBF4
KLF4,EGR1
KLF4,EHD1
KLF4,EHMT2
KLF4,EIF2S2
KLF4,ELAVL2
KLF4,ELK4
KLF4,ELL3
KLF4,ELOVL6
KLF4,EMP2
KLF4,EOMES
KLF4,EPAS1
KLF4,EPHA2
KLF4,EPHA4
KLF4,EPS8
KLF4,ESRRB
KLF4,ETV4
KLF4,ETV5
KLF4,ETV6
KLF4,EYA1
KLF4,F2R
KLF4,FAHD2A
KLF4,FAM102A
KLF4,FAM129B
KLF4,FBLIM1
KLF4,FDPS
KLF4,FGF10
KLF4,FGF3
KLF4,FGF4
KLF4,FGFR4
KLF4,FHL2
KLF4,FKBP11
KLF4,FLRT3
KLF4,FN1
KLF4,FNDC3B
KLF4,FOSL2
KLF4,FOXA2
KLF4,FOXN3
KLF4,FOXP1
KLF4,FOXQ1
KLF4,FRMD4A
KLF4,FRRS1
KLF4,FXYD6
KLF4,GAA
KLF4,GABARAPL2
KLF4,GALNT2
KLF4,GAS6
KLF4,GATA4
KLF4,GATA6
KLF4,GBX2
KLF4,GCNT1
KLF4,GDPD5
KLF4,GFPT1
KLF4,GFPT2
KLF4,GGTA1
KLF4,GHR
KLF4,GJA1
KLF4,GJB3
KLF4,GLI2
KLF4,GLIPR2
KLF4,GLIS2
KLF4,GLUL
KLF4,GNAS
KLF4,GNG2
KLF4,GORASP2
KLF4,GPA33
KLF4,GPRC5C
KLF4,GRAMD1A
KLF4,GRB10
KLF4,GRIN1
KLF4,GSN
KLF4,GSTA4
KLF4,GTF2A1L
KLF4,GTF2I
KLF4,H1F0
KLF4,HDAC11
KLF4,HELLS
KLF4,HES1
KLF4,HES6
KLF4,HEXIM1
KLF4,HIF1A
KLF4,HIP1
KLF4,HIST1H2BB
KLF4,HIST1H2BK
KLF4,HIST1H2BN
KLF4,HIVEP2
KLF4,HKDC1
KLF4,HMGA2
KLF4,HMGCS1
KLF4,HMGXB3
KLF4,HOOK1
KLF4,HOPX
KLF4,HSD17B14
KLF4,HSF2
KLF4,HSF2BP
KLF4,HSPA8
KLF4,HSPB1
KLF4,HSPG2
KLF4,HTRA1
KLF4,ICAM1
KLF4,ID2
KLF4,ID3
KLF4,IFITM1
KLF4,IFITM3
KLF4,IGFBP2
KLF4,IL33
KLF4,ILF3
KLF4,ING3
KLF4,IRF1
KLF4,IRF2
KLF4,IRF6
KLF4,ITGA9
KLF4,ITGAV
KLF4,ITM2B
KLF4,ITPK1
KLF4,JAM2
KLF4,JDP2
KLF4,JUN
KLF4,JUND
KLF4,KANK2
KLF4,KAT2B
KLF4,KCNG1
KLF4,KDELR3
KLF4,KDM3A
KLF4,KLF10
KLF4,KLF15
KLF4,KLF2
KLF4,KLF3
KLF4,KLF8
KLF4,KRT17
KLF4,KRT18
KLF4,KRT19
KLF4,KRT42
KLF4,KRT8
KLF4,LAD1
KLF4,LAMA1
KLF4,LAMA5
KLF4,LAMC1
KLF4,LAMP2
KLF4,LAPTM5
KLF4,LASP1
KLF4,LDB1
KLF4,LDHB
KLF4,LEFTY1
KLF4,LEFTY2
KLF4,LGALS3
KLF4,LGMN
KLF4,LIFR
KLF4,LIMCH1
KLF4,LIPG
KLF4,LMO4
KLF4,LRP2
KLF4,LRPAP1
KLF4,LRRC2
KLF4,LRRC8D
KLF4,LTBP4
KLF4,LY75
KLF4,MANBA
KLF4,MAPK11
KLF4,MAPK13
KLF4,MAPK8
KLF4,MAPKAPK2
KLF4,MARCKS
KLF4,MATR3
KLF4,MCFD2
KLF4,MCM10
KLF4,MCM6
KLF4,ME1
KLF4,MEG3
KLF4,MEIS1
KLF4,MEIS3
KLF4,MFGE8
KLF4,MLLT1
KLF4,MLXIP
KLF4,MME
KLF4,MORC4
KLF4,MOV10
KLF4,MPZL2
KLF4,MRAS
KLF4,MSC
KLF4,MSH6
KLF4,MTF2
KLF4,MXD4
KLF4,MYC
KLF4,MYCN
KLF4,MYLPF
KLF4,MYO18A
KLF4,MYO1C
KLF4,MYO6
KLF4,MYO7A
KLF4,NAGK
KLF4,NANOG
KLF4,NCOA6
KLF4,NDN
KLF4,NDRG1
KLF4,NFATC2IP
KLF4,NFATC3
KLF4,NFATC4
KLF4,NFE2L1
KLF4,NFE2L2
KLF4,NFIB
KLF4,NFIC
KLF4,NFKBIA
KLF4,NID1
KLF4,NIPSNAP1
KLF4,NME2
KLF4,NOTCH4
KLF4,NOTUM
KLF4,NPAS2
KLF4,NR0B1
KLF4,NR1D2
KLF4,NR2F6
KLF4,NR4A1
KLF4,NR5A2
KLF4,NRG2
KLF4,NSD1
KLF4,NSMAF
KLF4,NUPR1
KLF4,NXF7
KLF4,OBSL1
KLF4,OTX2
KLF4,P4HA2
KLF4,PARVB
KLF4,PATZ1
KLF4,PAX1
KLF4,PAX6
KLF4,PAX8
KLF4,PBXIP1
KLF4,PCBD1
KLF4,PCOLCE
KLF4,PCOLCE2
KLF4,PCSK6
KLF4,PDE4DIP
KLF4,PDGFA
KLF4,PDGFRA
KLF4,PDK1
KLF4,PDLIM1
KLF4,PDPN
KLF4,PEG10
KLF4,PER1
KLF4,PFKP
KLF4,PGA5
KLF4,PHC1
KLF4,PHF12
KLF4,PHF20
KLF4,PHGDH
KLF4,PHLDA3
KLF4,PIK3R1
KLF4,PITX1
KLF4,PITX2
KLF4,PLAG1
KLF4,PLAUR
KLF4,PLOD1
KLF4,PLSCR1
KLF4,PLTP
KLF4,PLXNB2
KLF4,PODXL
KLF4,POLE4
KLF4,POLR1B
KLF4,POU4F2
KLF4,POU5F1
KLF4,POU6F1
KLF4,PRDM1
KLF4,PRDM5
KLF4,PROX1
KLF4,PRPS2
KLF4,PRRX2
KLF4,PRSS35
KLF4,PSAP
KLF4,PSME2
KLF4,PTPN14
KLF4,PTPN3
KLF4,PXDN
KLF4,RAB11A
KLF4,RAB3IL1
KLF4,RAD54B
KLF4,RAI14
KLF4,RANBP17
KLF4,RAPGEF3
KLF4,RARG
KLF4,RASGRP2
KLF4,RB1
KLF4,RBPJ
KLF4,RBPMS2
KLF4,RCN3
KLF4,RENBP
KLF4,REST
KLF4,REV1
KLF4,RFX2
KLF4,RFXAP
KLF4,RHPN1
KLF4,RIAN
KLF4,RLIM
KLF4,RMND5B
KLF4,RNF19A
KLF4,RNF2
KLF4,RNF6
KLF4,RNPEP
KLF4,RPL5
KLF4,RPP25
KLF4,RTN1
KLF4,RUNX3
KLF4,S100A6
KLF4,SAP30
KLF4,SATB1
KLF4,SATB2
KLF4,SEMA4C
KLF4,SERPINB6C
KLF4,SERPINE2
KLF4,SERPING1
KLF4,SERPINH1
KLF4,SETD7
KLF4,SFI1
KLF4,SFMBT2
KLF4,SFPQ
KLF4,SHF
KLF4,SHISA5
KLF4,SIDT2
KLF4,SIX1
KLF4,SKIL
KLF4,SLC16A1
KLF4,SLC16A6
KLF4,SLC17A9
KLF4,SLC1A5
KLF4,SLC20A1
KLF4,SLC25A39
KLF4,SLC25A4
KLF4,SLC26A10
KLF4,SLC35F5
KLF4,SLC38A2
KLF4,SLC5A11
KLF4,SLC6A6
KLF4,SLC6A8
KLF4,SLC7A3
KLF4,SLC7A7
KLF4,SLCO3A1
KLF4,SMAD7
KLF4,SMARCAD1
KLF4,SMARCD1
KLF4,SMS
KLF4,SMURF1
KLF4,SNAI1
KLF4,SNAPC3
KLF4,SNHG1
KLF4,SNURF
KLF4,SNX1
KLF4,SOAT1
KLF4,SOCS2
KLF4,SOX15
KLF4,SOX17
KLF4,SOX4
KLF4,SP8
KLF4,SPARC
KLF4,SPP1
KLF4,SPRY4
KLF4,SRF
KLF4,SRGN
KLF4,SSB
KLF4,SSBP4
KLF4,ST5
KLF4,STARD10
KLF4,STARD8
KLF4,STAT4
KLF4,STMN1
KLF4,SUN1
KLF4,SURF4
KLF4,SUSD2
KLF4,SYNE2
KLF4,TADA3
KLF4,TAF5
KLF4,TAGLN2
KLF4,TAX1BP3
KLF4,TBX18
KLF4,TBX3
KLF4,TCEA3
KLF4,TCF20
KLF4,TCF7L2
KLF4,TCL1
KLF4,TCN2
KLF4,TEAD1
KLF4,TEAD3
KLF4,TEAD4
KLF4,TET2
KLF4,TGFB1
KLF4,TGFB1I1
KLF4,TGFBR3
KLF4,TGIF1
KLF4,TGM1
KLF4,THBD
KLF4,TINAGL1
KLF4,TMEM150A
KLF4,TMEM231
KLF4,TNS1
KLF4,TNS4
KLF4,TOP2B
KLF4,TOX3
KLF4,TPD52
KLF4,TPI1
KLF4,TRH
KLF4,TRIM13
KLF4,TRIM2
KLF4,TRIM25
KLF4,TRPS1
KLF4,TUBA4A
KLF4,TUBB2B
KLF4,TXNIP
KLF4,TYRO3
KLF4,UAP1
KLF4,UPP1
KLF4,USP28
KLF4,UTF1
KLF4,VAMP8
KLF4,VANGL1
KLF4,VCAN
KLF4,VEGFA
KLF4,VEZF1
KLF4,VILL
KLF4,VKORC1
KLF4,WDR45
KLF4,WWTR1
KLF4,XAF1
KLF4,XBP1
KLF4,XRCC6
KLF4,ZBTB10
KLF4,ZBTB20
KLF4,ZBTB24
KLF4,ZBTB32
KLF4,ZBTB38
KLF4,ZBTB43
KLF4,ZBTB7A
KLF4,ZDHHC15
KLF4,ZEB1
KLF4,ZEB2
KLF4,ZFHX3
KLF4,ZFP219
KLF4,ZFP275
KLF4,ZFP277
KLF4,ZFP281
KLF4,ZFP296
KLF4,ZFP367
KLF4,ZFP42
KLF4,ZFP423
KLF4,ZFP532
KLF4,ZFP57
KLF4,ZFP768
KLF4,ZFPM1
KLF4,ZFYVE21
KLF4,ZHX3
KLF4,ZIC3
KLF4,ZYX
MEF2C,4930402H24RIK
MEF2C,ACP6
MEF2C,ADAM23
MEF2C,ALG13
MEF2C,ANXA5
MEF2C,ARHGAP32
MEF2C,ARID5B
MEF2C,ARL6IP5
MEF2C,ARNTL
MEF2C,BACH2
MEF2C,BMP6
MEF2C,CALCOCO2
MEF2C,CAR2
MEF2C,CCND1
MEF2C,CCND2
MEF2C,CHST15
MEF2C,CLIC1
MEF2C,COTL1
MEF2C,CRABP2
MEF2C,CREB3L2
MEF2C,CRYAB
MEF2C,CST3
MEF2C,CYP26A1
MEF2C,DAB2
MEF2C,DDAH2
MEF2C,DIDO1
MEF2C,DNMT3A
MEF2C,DUSP9
MEF2C,EIF2S2
MEF2C,EMP2
MEF2C,EPAS1
MEF2C,ETS1
MEF2C,EYA1
MEF2C,FABP3
MEF2C,FBXO15
MEF2C,FGF10
MEF2C,FHL2
MEF2C,FNDC3B
MEF2C,FOXP1
MEF2C,FRMD4A
MEF2C,GGTA1
MEF2C,GJB3
MEF2C,GSN
MEF2C,HOPX
MEF2C,HTRA1
MEF2C,ILDR1
MEF2C,IRF2
MEF2C,ITGA9
MEF2C,JAM2
MEF2C,JDP2
MEF2C,KIT
MEF2C,KLF2
MEF2C,KLF8
MEF2C,KRT17
MEF2C,LAD1
MEF2C,LAMA1
MEF2C,LRP2
MEF2C,LRPAP1
MEF2C,LRRC2
MEF2C,LY6G6E
MEF2C,LY75
MEF2C,MAFK
MEF2C,MEF2D
MEF2C,MEIS1
MEF2C,MSC
MEF2C,MYC
MEF2C,MYLPF
MEF2C,MYO18A
MEF2C,MYO5B
MEF2C,NDRG4
MEF2C,NFATC4
MEF2C,NFIL3
MEF2C,NFKBIA
MEF2C,NOTCH1
MEF2C,NOTUM
MEF2C,NPAS2
MEF2C,NR5A2
MEF2C,NRG1
MEF2C,OVOL1
MEF2C,PAX8
MEF2C,PGA5
MEF2C,PIPOX
MEF2C,PITX2
MEF2C,PLSCR1
MEF2C,POU4F2
MEF2C,POU6F1
MEF2C,PRDM1
MEF2C,PROX1
MEF2C,PRPS2
MEF2C,PRSS35
MEF2C,PTH1R
MEF2C,RAPGEF3
MEF2C,RFX2
MEF2C,SATB2
MEF2C,SERPINH1
MEF2C,SERTAD2
MEF2C,SH3PXD2B
MEF2C,SHROOM3
MEF2C,SLC6A8
MEF2C,SMARCA2
MEF2C,SOAT1
MEF2C,SP8
MEF2C,SPP1
MEF2C,STARD8
MEF2C,STAT4
MEF2C,SUSD2
MEF2C,TAF6L
MEF2C,TBX18
MEF2C,TBX3
MEF2C,TCEA3
MEF2C,TCL1
MEF2C,TDGF1
MEF2C,TDH
MEF2C,TET2
MEF2C,ULK1
MEF2C,ZEB2
MEF2C,ZFP42
MEF2C,ZFP710
MSC,2410141K09RIK
MSC,AMOT
MSC,ANKRD6
MSC,APOE
MSC,APP
MSC,B2M
MSC,BARX1
MSC,BASP1
MSC,BMI1
MSC,BMPER
MSC,CFC1
MSC,CHCHD10
MSC,CLDN6
MSC,COTL1
MSC,CRABP2
MSC,CSRP1
MSC,CUBN
MSC,CUX2
MSC,DAB2
MSC,DDIT3
MSC,DKK1
MSC,DMRT1
MSC,E2F2
MSC,EBF1
MSC,EBF4
MSC,ELF4
MSC,EPAS1
MSC,FHL2
MSC,FOXA2
MSC,GABBR1
MSC,GATA3
MSC,GATA6
MSC,GJB3
MSC,GLIPR1
MSC,GLIPR2
MSC,GLS
MSC,GRIN1
MSC,HIST1H2AF
MSC,HIST1H2AI
MSC,HIST1H4K
MSC,HOXD13
MSC,HSPA8
MSC,HSPB1
MSC,HTRA1
MSC,ID2
MSC,ID3
MSC,ID4
MSC,IRF1
MSC,KLB
MSC,KLF13
MSC,KRT17
MSC,KRT42
MSC,LAMA1
MSC,LAMP2
MSC,LAPTM5
MSC,LDHB
MSC,LEFTY1
MSC,LY6E
MSC,MCAM
MSC,MDK
MSC,MEIS1
MSC,MKX
MSC,MRAS
MSC,NFATC1
MSC,NOTCH1
MSC,NOTCH4
MSC,NOTUM
MSC,NSMAF
MSC,PAX6
MSC,PAX8
MSC,PBXIP1
MSC,PDGFRA
MSC,PDPN
MSC,PKNOX2
MSC,PLAUR
MSC,POU5F1
MSC,POU6F1
MSC,PRDM1
MSC,PSME2
MSC,PTH1R
MSC,RAPGEF3
MSC,RBM47
MSC,RHOX6
MSC,SERPINB6C
MSC,SFMBT2
MSC,SHROOM3
MSC,SNORA62
MSC,SNX25
MSC,SORD
MSC,SOX17
MSC,SP8
MSC,SPEN
MSC,SPNS2
MSC,SRGN
MSC,ST3GAL6
MSC,STAT4
MSC,STAT5B
MSC,TBX18
MSC,TBX3
MSC,TCEA3
MSC,TCL1
MSC,TINAGL1
MSC,TNS4
MSC,VIM
MSC,ZDHHC15
MYBL2,ARL6IP5
MYBL2,BMI1
MYBL2,CAR4
MYBL2,CRABP2
MYBL2,CUBN
MYBL2,CUX2
MYBL2,DAB2
MYBL2,DDIT3
MYBL2,DKK1
MYBL2,EMX2
MYBL2,EP300
MYBL2,FABP3
MYBL2,FGF3
MYBL2,FHL2
MYBL2,FOXA2
MYBL2,FRMD4A
MYBL2,GATA4
MYBL2,GATA6
MYBL2,GGTA1
MYBL2,GRIN1
MYBL2,HIST1H1D
MYBL2,HSPA8
MYBL2,KLB
MYBL2,KRT18
MYBL2,KRT19
MYBL2,KRT8
MYBL2,LAMP2
MYBL2,LAPTM5
MYBL2,LHX2
MYBL2,LY6G6E
MYBL2,MED12
MYBL2,MYO6
MYBL2,NUPR1
MYBL2,OVOL1
MYBL2,PAX8
MYBL2,PRPS2
MYBL2,SERPINH1
MYBL2,SIDT2
MYBL2,SNORA62
MYBL2,SRGN
MYBL2,SUN2
MYBL2,TAGLN2
MYBL2,TBX18
MYBL2,TBX3
MYBL2,TEAD1
MYBL2,TGM1
MYBL2,THBD
MYBL2,TMED9
MYBL2,ZBTB32
MYC,4930402H24RIK
MYC,AATF
MYC,ADAM23
MYC,ADAMTS9
MYC,AFF1
MYC,AIRE
MYC,AKR1B8
MYC,AKT1
MYC,ALPL
MYC,AMOTL2
MYC,APOE
MYC,ARNT2
MYC,ARNTL
MYC,ATF7
MYC,BARX1
MYC,BASP1
MYC,BAZ1A
MYC,BCAM
MYC,BEND5
MYC,BMP6
MYC,CACHD1
MYC,CALD1
MYC,CAR2
MYC,CFC1
MYC,CHN2
MYC,COMMD3
MYC,DDAH2
MYC,DDX58
MYC,DPP4
MYC,DTX1
MYC,DUSP6
MYC,EBF1
MYC,EBF4
MYC,EGR1
MYC,ELAVL2
MYC,ELF1
MYC,ENAH
MYC,EPAS1
MYC,EPHA4
MYC,ETV1
MYC,F2R
MYC,FGF10
MYC,FGFR4
MYC,FKBP11
MYC,FOXD3
MYC,FST
MYC,FXYD6
MYC,GABBR1
MYC,GATA3
MYC,GBX2
MYC,GHR
MYC,GJB3
MYC,GLS
MYC,GNPTAB
MYC,GPRC5C
MYC,HIVEP2
MYC,HSPB1
MYC,HTRA1
MYC,IDI1
MYC,IFI30
MYC,ILDR1
MYC,IMPDH1
MYC,ISYNA1
MYC,ITM2B
MYC,KAT2B
MYC,LAPTM5
MYC,LEFTY1
MYC,LEFTY2
MYC,LGALS3
MYC,LIMCH1
MYC,LMO4
MYC,LRP2
MYC,MAFK
MYC,MANBA
MYC,MATR3
MYC,MEG3
MYC,MEIS1
MYC,MLXIPL
MYC,MOV10
MYC,MRAS
MYC,MT1
MYC,MYCN
MYC,MYO6
MYCN,ADAM23
MYC,NAGK
MYCN,AIRE
MYCN,ARNTL
MYCN,BMP6
MYCN,CMKLR1
MYCN,CYP26A1
MYCN,DDAH1
MYCN,EBF1
MYCN,ELAVL2
MYCN,EP300
MYC,NFATC4
MYCN,FKBP11
MYCN,FOXA2
MYCN,FOXJ3
MYCN,FRMD4A
MYCN,GATA3
MYCN,GATA6
MYCN,GDPD5
MYCN,GRHL1
MYCN,HIST1H2BN
MYCN,HSPG2
MYCN,INSIG1
MYCN,LEFTY1
MYCN,LEFTY2
MYCN,MAML3
MYC,NME2
MYCN,MKX
MYCN,MPZL2
MYCN,NFATC4
MYCN,NR1D1
MYCN,NR1D2
MYCN,NR1H2
MYCN,NRG2
MYC,NOTUM
MYC,NR0B1
MYC,NR1D1
MYC,NR1D2
MYCN,RAPGEF3
MYC,NRG1
MYCN,RUNX1
MYCN,SERPING1
MYCN,SLC16A1
MYCN,SLC7A6
MYCN,STAG3
MYCN,STAT5A
MYCN,TCL1
MYCN,TINAGL1
MYCN,TNS4
MYCN,UNG
MYCN,XAF1
MYC,PAX8
MYC,PDGFA
MYC,PHC1
MYC,PHGDH
MYC,PHLDB2
MYC,PIAS3
MYC,PITX1
MYC,PITX2
MYC,PODXL
MYC,PRSS35
MYC,PSME2
MYC,PTH1R
MYC,RBMS1
MYC,RIAN
MYC,RPP25
MYC,SDC4
MYC,SERPINB6C
MYC,SERPING1
MYC,SETX
MYC,SFMBT2
MYC,SGK1
MYC,SLC16A1
MYC,SLC7A6
MYC,SNURF
MYC,SP8
MYC,SPP1
MYC,SRM
MYC,SSBP4
MYC,SUSD2
MYC,SYNE2
MYC,TBX18
MYC,TDGF1
MYC,TEAD3
MYC,TEAD4
MYC,TGFB1
MYC,TGFB1I1
MYC,TIMP3
MYC,TMSB4X
MYC,TNS4
MYC,TOX3
MYC,TRIM2
MYC,TSPAN4
MYC,VIM
MYC,WWTR1
MYC,ZBTB20
MYC,ZEB2
MYC,ZFP423
MYC,ZIC3
MYC,ZYX
NANOG,2200002D01RIK
NANOG,ABHD5
NANOG,ABTB1
NANOG,ACP6
NANOG,ADAMTS9
NANOG,AES
NANOG,AHNAK
NANOG,AIRE
NANOG,AKAP12
NANOG,AKT1
NANOG,ALDH2
NANOG,AMOTL2
NANOG,ANKRD6
NANOG,ANP32A
NANOG,ANXA5
NANOG,APLP1
NANOG,APOBEC3
NANOG,APP
NANOG,ARHGAP21
NANOG,ARHGAP29
NANOG,ARHGEF5
NANOG,ARL6IP5
NANOG,ARPC1B
NANOG,ASH1L
NANOG,ASXL1
NANOG,B2M
NANOG,BACH2
NANOG,BASP1
NANOG,BIN1
NANOG,BMI1
NANOG,BMP4
NANOG,BNIP3
NANOG,BRD7
NANOG,BTAF1
NANOG,BTG1
NANOG,BTG2
NANOG,CACHD1
NANOG,CALCOCO2
NANOG,CALD1
NANOG,CAR2
NANOG,CAR4
NANOG,CBX4
NANOG,CCND1
NANOG,CENPV
NANOG,CITED2
NANOG,CLDN6
NANOG,CLN6
NANOG,CMKLR1
NANOG,CNN2
NANOG,CNOT6
NANOG,COBL
NANOG,COBLL1
NANOG,COL4A1
NANOG,COL4A2
NANOG,COMMD3
NANOG,COX7A1
NANOG,CR1L
NANOG,CRABP2
NANOG,CREB3
NANOG,CSRP1
NANOG,CSRP2
NANOG,D230025D16RIK
NANOG,DAB2
NANOG,DAP
NANOG,DDAH2
NANOG,DDB2
NANOG,DENND2C
NANOG,DKK1
NANOG,DMRT1
NANOG,DPP4
NANOG,DTX1
NANOG,DUSP3
NANOG,DUSP6
NANOG,DUSP9
NANOG,E2F2
NANOG,E2F6
NANOG,EBF4
NANOG,ECHDC2
NANOG,EGR1
NANOG,EIF4A-PS4
NANOG,ELF3
NANOG,ELL3
NANOG,EOMES
NANOG,ESPL1
NANOG,ESRRB
NANOG,ETV4
NANOG,ETV5
NANOG,FBLIM1
NANOG,FGF3
NANOG,FGF4
NANOG,FGFR4
