Gene1,Gene2
POU5F1,EZH2
EZH2,POU5F1
POU5F1,PRDM14
PRDM14,POU5F1
MCM6,KIF23
RAD51,KIF23
MCM7,KIF23
MCM2,KIF23
MCM3,KIF23
MCM4,KIF23
POLR1B,WDR12
PA2G4,WDR12
POLR1A,WDR12
PDCD11,WDR12
DDX54,WDR12
POLR1C,WDR12
MYBBP1A,WDR12
TP53,NUAK1
ASB9,RNF138
WWP1,RNF138
ASB4,RNF138
RNF14,RNF138
RNF19A,RNF138
MCM7,NDC80
CENPK,NDC80
MCM6,NDC80
MCM2,NDC80
CHAF1A,NDC80
MCM3,NDC80
MCM4,NDC80
UHRF1,NDC80
MCM7,TIPIN
MCM6,TIPIN
MCM2,TIPIN
RAD51,TIPIN
MCM3,TIPIN
MCM4,TIPIN
MCM4,CCNE2
MCM4,MCM6
MCM6,MCM4
MCM4,DTL
MCM4,WDHD1
MCM4,CDCA8
MCM4,RAD51
RAD51,MCM4
MCM4,CDC20
MCM4,NUSAP1
MCM4,CCNA2
MCM4,ESCO2
MCM4,EXO1
MCM4,CCNB2
MCM4,BUB1B
MCM4,DSCC1
MCM4,CDC7
MCM4,MCM7
MCM7,MCM4
MCM4,TTK
MCM4,MCM2
MCM2,MCM4
MCM4,PLK1
MCM4,CEP55
MCM4,CHEK2
MCM4,CHAF1A
CHAF1A,MCM4
MCM4,PRIM1
MCM4,MCM3
MCM3,MCM4
MCM4,UHRF1
UHRF1,MCM4
MCM4,RFC3
SMAD2,WWP1
WWP1,SMAD2
SMAD2,FOXH1
FOXH1,SMAD2
SMAD2,PBX1
PBX1,SMAD2
SMAD2,SMAD6
SMAD6,SMAD2
SMAD2,RBBP4
RBBP4,SMAD2
SMAD2,WWTR1
WWTR1,SMAD2
SMAD2,ZEB2
ZEB2,SMAD2
SMAD2,CTNNB1
CTNNB1,SMAD2
SMAD2,BMPR1A
BMPR1A,SMAD2
SMAD2,E2F4
E2F4,SMAD2
SMAD2,FN1
SMAD2,CTBP1
CTBP1,SMAD2
SMAD2,ZFYVE16
SMAD2,DAB2
DAB2,SMAD2
SMAD2,TP53
TP53,SMAD2
SMAD2,TFDP1
TFDP1,SMAD2
SMAD2,CUL1
SMAD2,PARP1
PARP1,SMAD2
SMAD2,LIN28A
LIN28A,SMAD2
SMAD2,TRIM33
TRIM33,SMAD2
SMAD2,BMP2
BMP2,SMAD2
SMAD2,MYOCD
MYOCD,SMAD2
SMAD2,SOX2
SOX2,SMAD2
SMAD2,SKIL
SKIL,SMAD2
SMAD2,EOMES
EOMES,SMAD2
SMAD2,STAT3
STAT3,SMAD2
SMAD2,SMAD5
SMAD5,SMAD2
SMAD2,ZEB1
ZEB1,SMAD2
SMAD2,NEDD4
SMAD2,SNAI2
SNAI2,SMAD2
SMAD2,NCOA6
NCOA6,SMAD2
SMAD2,SAP18
SAP18,SMAD2
SMAD2,PRDM14
PRDM14,SMAD2
SMARCD3,RUNX1
RUNX1,SMARCD3
SMARCD3,GATA4
GATA4,SMARCD3
SMARCD3,DPF2
DPF2,SMARCD3
SMARCD3,ABCA1
SMARCD3,GRHL1
GRHL1,SMARCD3
SMARCD3,PPARA
PPARA,SMARCD3
SMARCD3,SMARCD1
SMARCD1,SMARCD3
SMARCD3,DNMT3A
DNMT3A,SMARCD3
SMARCD3,NCOA6
NCOA6,SMARCD3
SMARCD3,ANKRD1
ANKRD1,SMARCD3
DAB2,VAMP7
EGF,VAMP7
CBFA2T2,TCF4
TCF4,CBFA2T2
CBFA2T2,PRDM14
PRDM14,CBFA2T2
SLA2,HLA-DRB1
E2F3,CCNE2
E2F3,MAML3
MAML3,E2F3
E2F3,MAMLD1
E2F3,RBBP4
RBBP4,E2F3
E2F3,CCNA2
E2F3,TFDP1
TFDP1,E2F3
E2F3,TFE3
TFE3,E2F3
E2F3,DNMT1
DNMT1,E2F3
E2F3,CDK6
E2F3,EZH2
EZH2,E2F3
E2F3,RBPJ
RBPJ,E2F3
SMG6,RNPS1
RNPS1,SMG6
SMG6,UPF2
UPF2,SMG6
SMG6,UPF1
UPF1,SMG6
SMG6,SNRPB
SNRPB,SMG6
SMG6,XRN1
TRIP11,ARFGAP3
RUNX1,LIFR
EGF,LIFR
STAT3,LIFR
ARID3A,TP53
TP53,ARID3A
TP53,EPCAM
EGF,EPCAM
ZEB1,EPCAM
POLR1A,POLR1B
POLR1B,POLR1A
POLR1A,TRUB1
POLR1A,WDR3
POLR1A,TTC27
POLR1A,TFB2M
POLR1A,DDX54
DDX54,POLR1A
POLR1A,POLR2H
POLR2H,POLR1A
POLR1A,NOC3L
POLR1A,MYBBP1A
MYBBP1A,POLR1A
POLR1A,UBTF
UBTF,POLR1A
POLR1A,UTP15
POLR1A,POLR2G
POLR2G,POLR1A
POLR1A,PA2G4
PA2G4,POLR1A
POLR1A,DEK
DEK,POLR1A
POLR1A,PDCD11
PDCD11,POLR1A
POLR1A,POLR2D
POLR2D,POLR1A
POLR1A,GTF2H2
GTF2H2,POLR1A
POLR1A,POLR2F
POLR2F,POLR1A
POLR1A,POLR2K
POLR2K,POLR1A
POLR1A,POLR1C
POLR1C,POLR1A
SRC,KDR
CTNNB1,KDR
TP53,KDR
EGF,KDR
SOX17,KDR
PDGFA,KDR
STAT3,KDR
GATA2,KDR
MCM6,CCNE2
MCM6,DTL
MCM6,WDHD1
MCM6,RAD51
RAD51,MCM6
MCM6,NOC3L
MCM6,CDC20
MCM6,CCNA2
MCM6,EXO1
MCM6,CCNB2
MCM6,BUB1B
MCM6,CDC7
MCM6,MCM7
MCM7,MCM6
MCM6,TTK
MCM6,MCM2
MCM2,MCM6
MCM6,PLK1
MCM6,CHEK2
MCM6,CHAF1A
CHAF1A,MCM6
MCM6,DNMT1
DNMT1,MCM6
MCM6,PRIM1
MCM6,MCM3
MCM3,MCM6
MCM6,RFC3
ARID4B,ATRX
ATRX,ARID4B
ARID4B,RBBP4
RBBP4,ARID4B
ARID4B,DNMT3B
DNMT3B,ARID4B
ARID4B,DNMT1
DNMT1,ARID4B
ARID4B,SAP18
SAP18,ARID4B
CTNNB1,WNT5A
DAB2,WNT5A
EGF,WNT5A
MAPK10,WNT5A
LEF1,WNT5A
STAT3,WNT5A
SNAI2,WNT5A
STAT3,STAT2
STAT2,STAT3
STAT3,SRC
SRC,STAT3
STAT3,TRAF6
TRAF6,STAT3
STAT3,POU2F1
POU2F1,STAT3
STAT3,DAXX
DAXX,STAT3
STAT3,GATA3
GATA3,STAT3
STAT3,PROM1
STAT3,CTNNB1
CTNNB1,STAT3
STAT3,VIM
STAT3,IL6ST
STAT3,PRDM1
PRDM1,STAT3
STAT3,TP53
TP53,STAT3
STAT3,CUX1
CUX1,STAT3
STAT3,EGF
EGF,STAT3
STAT3,LIN28A
LIN28A,STAT3
STAT3,TLR4
TLR4,STAT3
STAT3,SOX2
SOX2,STAT3
STAT3,DNMT1
DNMT1,STAT3
STAT3,AR
AR,STAT3
STAT3,ZEB1
ZEB1,STAT3
STAT3,EZH2
EZH2,STAT3
STAT3,HIF1A
HIF1A,STAT3
MECOM,RUNX1
RUNX1,MECOM
MECOM,RBBP4
RBBP4,MECOM
MECOM,CTBP1
CTBP1,MECOM
MECOM,TP53
TP53,MECOM
MECOM,GATAD2A
GATAD2A,MECOM
MECOM,MAPK10
MAPK10,MECOM
MECOM,SNAI2
SNAI2,MECOM
MECOM,EZH2
EZH2,MECOM
MECOM,PHC1
DNMT3A,TP53
TP53,DNMT3A
DNMT3A,ASXL1
ASXL1,DNMT3A
DNMT3A,EHMT2
EHMT2,DNMT3A
DNMT3A,SMARCD1
SMARCD1,DNMT3A
DNMT3A,RBBP4
RBBP4,DNMT3A
DNMT3A,DNMT1
DNMT1,DNMT3A
DNMT3A,SALL3
SALL3,DNMT3A
DNMT3A,DNMT3B
DNMT3B,DNMT3A
DNMT3A,NPM1
NPM1,DNMT3A
DNMT3A,EZH2
EZH2,DNMT3A
DNMT3A,UHRF1
UHRF1,DNMT3A
DNMT3A,PHC1
SRSF3,NUP54
RNPS1,NUP54
ALYREF,NUP54
SNRPB,NUP54
SP100,NUP54
SRSF2,NUP54
NPM1,NUP54
SNRPD1,NUP54
UPF2,XRN1
ALYREF,XRN1
UPF1,XRN1
PARN,XRN1
MCM2,CCNE2
MCM2,KIF15
MCM2,DTL
MCM2,WDHD1
MCM2,CDCA8
MCM2,RAD51
RAD51,MCM2
MCM2,CDC20
MCM2,NUSAP1
MCM2,CCNA2
MCM2,ESCO2
MCM2,EXO1
MCM2,CCNB2
MCM2,BUB1B
MCM2,DSCC1
MCM2,CDC7
MCM2,MCM7
MCM7,MCM2
MCM2,TTK
MCM2,PLK1
MCM2,TEX10
MCM2,CHEK2
MCM2,CHAF1A
CHAF1A,MCM2
MCM2,DNMT1
DNMT1,MCM2
MCM2,CDK6
MCM2,PRIM1
MCM2,MCM3
MCM3,MCM2
MCM2,UHRF1
UHRF1,MCM2
MCM2,RFC3
SRC,TNC
LEF1,TLE2
TLE2,LEF1
LEF1,PITX2
PITX2,LEF1
LEF1,CTNNB1
CTNNB1,LEF1
LEF1,TCF7L1
TCF7L1,LEF1
LEF1,CTBP1
CTBP1,LEF1
LEF1,SOX13
SOX13,LEF1
LEF1,MITF
MITF,LEF1
LEF1,TLE1
TLE1,LEF1
LEF1,TLE3
TLE3,LEF1
LEF1,ASH2L
ASH2L,LEF1
LEF1,TEAD4
TEAD4,LEF1
LEF1,SOX17
SOX17,LEF1
LEF1,RUVBL1
RUVBL1,LEF1
LEF1,TCF4
TCF4,LEF1
LEF1,TEAD1
TEAD1,LEF1
LEF1,DKK1
LEF1,SNAI2
SNAI2,LEF1
EGF,SRC
SRC,EGF
EGF,ITGA6
EGF,PROM1
EGF,CTNNB1
CTNNB1,EGF
EGF,LGR5
EGF,FN1
EGF,PLAU
EGF,DAB2
DAB2,EGF
EGF,SNX18
EGF,TP53
TP53,EGF
EGF,BMP2
BMP2,EGF
EGF,PDGFA
PDGFA,EGF
EGF,ERBB4
EGF,PGR
PGR,EGF
EGF,AR
AR,EGF
EGF,ZEB1
ZEB1,EGF
EGF,SNAI2
SNAI2,EGF
AFF4,POLR2G
POLR2G,AFF4
AFF4,MLLT3
MLLT3,AFF4
AFF4,POLR2D
POLR2D,AFF4
AFF4,GTF2H2
GTF2H2,AFF4
AFF4,POLR2H
POLR2H,AFF4
AFF4,POLR2F
POLR2F,AFF4
AFF4,POLR2K
POLR2K,AFF4
AFF4,TCEA1
TCEA1,AFF4
AFF4,POLR2A
POLR2A,AFF4
PARP1,POLB
FXR1,MCCC1
RUNX1,CDK6
E2F7,CDK6
CTNNB1,CDK6
E2F4,CDK6
TP53,CDK6
TFDP1,CDK6
AR,CDK6
TP53,TIMP3
PATZ1,TP53
TP53,PATZ1
CTNNB1,LGR5
TRAF6,PELI2
ZFHX3,PITX2
PITX2,ZFHX3
CTNNB1,CDH11
GATA6,TBX20
TBX20,GATA6
GATA6,GATA3
GATA3,GATA6
GATA6,SOX7
SOX7,GATA6
GATA6,GATA4
GATA4,GATA6
GATA6,ZFPM2
ZFPM2,GATA6
GATA6,SOX17
SOX17,GATA6
GATA6,SOX2
SOX2,GATA6
GATA6,GATA2
GATA2,GATA6
TP53,DNA2
TP53,CCNE2
TP53,IFI16
IFI16,TP53
TP53,YBX1
YBX1,TP53
TP53,SRC
SRC,TP53
TP53,TRAF6
TRAF6,TP53
TP53,TP53INP1
TP53,RBBP8
TP53,PDCD4
TP53,XRCC5
XRCC5,TP53
TP53,ATRX
ATRX,TP53
TP53,SPP1
TP53,E2F7
E2F7,TP53
TP53,HNRNPK
HNRNPK,TP53
TP53,DAXX
DAXX,TP53
TP53,H1F0
H1F0,TP53
TP53,PMAIP1
TP53,HMGA1
HMGA1,TP53
TP53,RAD51
RAD51,TP53
TP53,NFKBIB
NFKBIB,TP53
TP53,SP100
SP100,TP53
TP53,RBBP4
RBBP4,TP53
TP53,CDC20
TP53,CCNA2
TP53,EXO1
TP53,ZEB2
ZEB2,TP53
TP53,PROM1
TP53,CTNNB1
CTNNB1,TP53
TP53,BUB1B
TP53,EWSR1
EWSR1,TP53
TP53,PRDM1
PRDM1,TP53
TP53,BLM
TP53,E2F4
E2F4,TP53
TP53,MYBBP1A
MYBBP1A,TP53
TP53,MYCN
MYCN,TP53
TP53,CITED2
CITED2,TP53
TP53,BTG2
BTG2,TP53
TP53,XRCC6
XRCC6,TP53
TP53,HIST1H1B
HIST1H1B,TP53
TP53,MDM4
MDM4,TP53
TP53,TFDP1
TFDP1,TP53
TP53,PSMD9
PSMD9,TP53
TP53,TTK
TP53,PARP1
PARP1,TP53
TP53,KAT6A
KAT6A,TP53
TP53,TAF1L
TAF1L,TP53
TP53,KDM6A
TP53,PLK1
TP53,GATAD2A
GATAD2A,TP53
TP53,KLF5
KLF5,TP53
TP53,EHMT2
EHMT2,TP53
TP53,SMARCD1
SMARCD1,TP53
TP53,SOX2
SOX2,TP53
TP53,MAPK10
MAPK10,TP53
TP53,PLAGL1
PLAGL1,TP53
TP53,CHEK2
TP53,ETS1
ETS1,TP53
TP53,DNMT1
DNMT1,TP53
TP53,PLK2
TP53,ERBB4
TP53,PGR
PGR,TP53
TP53,AR
AR,TP53
TP53,RMI1
TP53,DACH1
DACH1,TP53
TP53,SNAI2
SNAI2,TP53
TP53,NPM1
NPM1,TP53
TP53,EZH2
EZH2,TP53
TP53,HIF1A
HIF1A,TP53
TP53,BNIP3
TP53,PHC1
TP53,RFC3
TP53,RBPJ
RBPJ,TP53
MEF2D,CTNNB1
CTNNB1,MEF2D
MEF2D,NFATC1
NFATC1,MEF2D
MEF2D,TCF4
TCF4,MEF2D
MEF2D,HDAC9
HDAC9,MEF2D
MEF2D,CAMK2D
RUNX1,CTSK
TLR7,CTSK
NFATC1,CTSK
TMF1,VPS54
MEIS1,RARG
RARG,MEIS1
MEIS1,POLR2G
POLR2G,MEIS1
MEIS1,LMX1B
LMX1B,MEIS1
MEIS1,WDR5
WDR5,MEIS1
MEIS1,MLLT3
MLLT3,MEIS1
MEIS1,POLR2D
POLR2D,MEIS1
MEIS1,PBX1
PBX1,MEIS1
MEIS1,KDM6A
MEIS1,ASH2L
ASH2L,MEIS1
MEIS1,POLR2H
POLR2H,MEIS1
MEIS1,RBBP4
RBBP4,MEIS1
MEIS1,HOXB4
HOXB4,MEIS1
MEIS1,POLR2F
POLR2F,MEIS1
MEIS1,POLR2K
POLR2K,MEIS1
MEIS1,HOXB2
HOXB2,MEIS1
MEIS1,NCOA6
NCOA6,MEIS1
MEIS1,MEIS2
MEIS2,MEIS1
MEIS1,EZH2
EZH2,MEIS1
MEIS1,POLR2A
POLR2A,MEIS1
MAPK10,RALB
POLR2D,SNAPC3
SNAPC3,POLR2D
POLR2D,RARG
RARG,POLR2D
POLR2D,YBX1
YBX1,POLR2D
POLR2D,POLR2G
POLR2G,POLR2D
POLR2D,POLR1B
POLR1B,POLR2D
POLR2D,SRSF3
SRSF3,POLR2D
POLR2D,POU2F1
POU2F1,POLR2D
POLR2D,WDR5
WDR5,POLR2D
POLR2D,RNPS1
RNPS1,POLR2D
POLR2D,HOXB3
HOXB3,POLR2D
POLR2D,ESRP1
POLR2D,HNRNPK
HNRNPK,POLR2D
POLR2D,MLLT3
MLLT3,POLR2D
POLR2D,HNRNPD
HNRNPD,POLR2D
POLR2D,GTF2H2
GTF2H2,POLR2D
POLR2D,PBX1
PBX1,POLR2D
POLR2D,TAF1L
TAF1L,POLR2D
POLR2D,MED14
MED14,POLR2D
POLR2D,ALYREF
ALYREF,POLR2D
POLR2D,SF1
SF1,POLR2D
POLR2D,KDM6A
POLR2D,ASH2L
ASH2L,POLR2D
POLR2D,ELAVL2
ELAVL2,POLR2D
POLR2D,POLR2H
POLR2H,POLR2D
POLR2D,SRSF10
SRSF10,POLR2D
POLR2D,SNRPB
SNRPB,POLR2D
POLR2D,SOX2
SOX2,POLR2D
POLR2D,RBBP4
RBBP4,POLR2D
POLR2D,SRSF2
SRSF2,POLR2D
POLR2D,HOXB4
HOXB4,POLR2D
POLR2D,POLR2F
POLR2F,POLR2D
POLR2D,POLR2K
POLR2K,POLR2D
POLR2D,HOXB2
HOXB2,POLR2D
POLR2D,POLR1C
POLR1C,POLR2D
POLR2D,NCOA6
NCOA6,POLR2D
POLR2D,POU2F2
POU2F2,POLR2D
POLR2D,SNRPD1
SNRPD1,POLR2D
POLR2D,RBFOX2
RBFOX2,POLR2D
POLR2D,TCEA1
TCEA1,POLR2D
POLR2D,EZH2
EZH2,POLR2D
POLR2D,RBMX
RBMX,POLR2D
POLR2D,RFC3
POLR2D,SNAPC4
SNAPC4,POLR2D
POLR2D,POLR2A
POLR2A,POLR2D
LIMD1,HIF3A
HIF3A,LIMD1
LIMD1,PSMD9
PSMD9,LIMD1
LIMD1,RHOBTB3
LIMD1,HIF1A
HIF1A,LIMD1
E2F7,CCNA2
RAD51,CCNA2
RBBP4,CCNA2
E2F4,CCNA2
MCM7,CCNA2
TFDP1,CCNA2
PSMD9,CCNA2
TCF19,CCNA2
TRIM33,CCNA2
RUVBL1,CCNA2
MCM3,CCNA2
EZH2,CCNA2
UHRF1,CCNA2
MCM7,PLK2
NPM1,PLK2
ASB9,COMMD10
HIF3A,COMMD10
WDR5,COMMD10
HIF1A,COMMD10
ASB4,COMMD10
NONO,YBX1
YBX1,NONO
NONO,HNRNPK
HNRNPK,NONO
NONO,ILF2
ILF2,NONO
NONO,SFPQ
SFPQ,NONO
NONO,RBBP4
RBBP4,NONO
NONO,ILF3
ILF3,NONO
NONO,RBM14
RBM14,NONO
NONO,RBMX
RBMX,NONO
PRDM14,PBX1
PBX1,PRDM14
PRDM14,DNMT3B
DNMT3B,PRDM14
PRDM14,LIN28A
LIN28A,PRDM14
PRDM14,SOX2
SOX2,PRDM14
SRC,ABLIM1
SMAD5,PDCD4
MYCN,PMAIP1
MYCN,SOX2
SOX2,MYCN
MYCN,EZH2
EZH2,MYCN
CTNNB1,FER
KHDRBS2,RBMX
RBMX,KHDRBS2
SRC,EPHA4
SETBP1,U2AF1
U2AF1,SETBP1
SETBP1,ASXL1
ASXL1,SETBP1
TCF7L1,SOX13
SOX13,TCF7L1
TCF7L1,TLE1
TLE1,TCF7L1
TCF7L1,TLE3
TLE3,TCF7L1
TCF7L1,TLE2
TLE2,TCF7L1
TCF7L1,ASH2L
ASH2L,TCF7L1
TCF7L1,TEAD4
TEAD4,TCF7L1
TCF7L1,SOX17
SOX17,TCF7L1
TCF7L1,RUVBL1
RUVBL1,TCF7L1
TCF7L1,TEAD1
TEAD1,TCF7L1
TCF7L1,CTNNB1
CTNNB1,TCF7L1
TCF7L1,CTBP1
CTBP1,TCF7L1
ASB9,SH3RF1
WWP1,SH3RF1
RNF19A,SH3RF1
ASB4,SH3RF1
RNF14,SH3RF1
CTNNB1,CA2
ZIC3,SOX2
SOX2,ZIC3
RAD51,BUB1B
MCM7,BUB1B
CENPK,BUB1B
PSMD9,BUB1B
TCF19,BUB1B
TRIM33,BUB1B
MCM3,BUB1B
EZH2,BUB1B
UHRF1,BUB1B
RAD51,CCNB2
RBBP4,CCNB2
MCM7,CCNB2
CENPK,CCNB2
TCF19,CCNB2
MCM3,CCNB2
EZH2,CCNB2
UHRF1,CCNB2
SMAD6,WWP1
WWP1,SMAD6
SMAD6,BAMBI
SMAD6,GATA4
GATA4,SMAD6
SMAD6,BMPR1A
BMPR1A,SMAD6
SMAD6,CTBP1
CTBP1,SMAD6
SMAD6,ZFYVE16
SMAD6,BMP2
BMP2,SMAD6
SMAD6,SKIL
SKIL,SMAD6
SMAD6,SMAD5
SMAD5,SMAD6
SMAD6,NEDD4
MYOCD,ACTC1
BTG2,CHAF1A
CHAF1A,BTG2
BTG2,KLF6
KLF6,BTG2
CTBP1,RUNX1
RUNX1,CTBP1
CTBP1,RBBP8
CTBP1,ZNF516
CTBP1,TLE2
TLE2,CTBP1
CTBP1,RBBP4
RBBP4,CTBP1
CTBP1,ZEB2
ZEB2,CTBP1
CTBP1,CTNNB1
CTNNB1,CTBP1
CTBP1,E2F4
E2F4,CTBP1
CTBP1,TLE1
TLE1,CTBP1
CTBP1,TFDP1
TFDP1,CTBP1
CTBP1,TLE3
TLE3,CTBP1
CTBP1,ZBTB38
ZBTB38,CTBP1
CTBP1,ASH2L
ASH2L,CTBP1
CTBP1,SATB1
SATB1,CTBP1
CTBP1,ZEB1
ZEB1,CTBP1
CTBP1,SAP18
SAP18,CTBP1
CTBP1,PHC1
CTBP1,RBPJ
RBPJ,CTBP1
U2AF1,SRSF3
SRSF3,U2AF1
U2AF1,DEK
DEK,U2AF1
U2AF1,ASXL1
ASXL1,U2AF1
U2AF1,SF1
SF1,U2AF1
U2AF1,SRSF2
SRSF2,U2AF1
SRC,ITGA5
REL,NFKBIB
NFKBIB,REL
REL,PSMD9
PSMD9,REL
REL,MALT1
REL,CUL1
SRSF3,NUP35
RNPS1,NUP35
ALYREF,NUP35
SNRPB,NUP35
SP100,NUP35
SRSF2,NUP35
NPM1,NUP35
SNRPD1,NUP35
MITF,FOXD3
FOXD3,MITF
MITF,TFE3
TFE3,MITF
MITF,OTX2
OTX2,MITF
MITF,CTNNB1
CTNNB1,MITF
MITF,IL6ST
HESX1,SOX3
SOX3,HESX1
NAA15,SSB
SSB,NAA15
POLR1B,UTP15
PDCD11,UTP15
DDX54,UTP15
POLR1C,UTP15
MYBBP1A,UTP15
NPM1,RBBP4
RBBP4,NPM1
NPM1,CENPK
CENPK,NPM1
NPM1,ASXL1
ASXL1,NPM1
NPM1,RUVBL1
RUVBL1,NPM1
NPM1,TFAP2A
TFAP2A,NPM1
BMP2,BMPER
BMP2,COL1A2
SOX17,CTNNB1
CTNNB1,SOX17
SOX17,GATA4
GATA4,SOX17
ASB9,LRR1
WWP1,LRR1
ASB4,LRR1
RNF14,LRR1
RNF19A,LRR1
SNAPC4,POU2F1
POU2F1,SNAPC4
SNAPC4,POLR3G
SNAPC4,POLR2H
POLR2H,SNAPC4
SNAPC4,SNAPC3
SNAPC3,SNAPC4
SNAPC4,POLR2G
POLR2G,SNAPC4
SNAPC4,POLR2F
POLR2F,SNAPC4
SNAPC4,POLR2K
POLR2K,SNAPC4
SNAPC4,POLR1C
POLR1C,SNAPC4
SNAPC4,POU2F2
POU2F2,SNAPC4
SNAPC4,POLR3E
POLR3E,SNAPC4
SNAPC4,POLR2A
POLR2A,SNAPC4
POLR1B,TRUB1
SSB,TRUB1
PDCD11,TRUB1
POLR1C,TRUB1
POLR3E,SNAPC3
SNAPC3,POLR3E
POLR3E,POLR2G
POLR2G,POLR3E
POLR3E,POLR1B
POLR1B,POLR3E
POLR3E,SSB
SSB,POLR3E
POLR3E,POU2F1
POU2F1,POLR3E
POLR3E,POLR3G
POLR3E,NFIB
NFIB,POLR3E
POLR3E,NFIA
NFIA,POLR3E
POLR3E,POLR2H
POLR2H,POLR3E
POLR3E,GTF3C4
GTF3C4,POLR3E
POLR3E,POLR2F
POLR2F,POLR3E
POLR3E,NFIC
NFIC,POLR3E
POLR3E,POLR2K
POLR2K,POLR3E
POLR3E,POLR1C
POLR1C,POLR3E
RAD51,PLK1
RBBP4,PLK1
CNTRL,PLK1
MCM7,PLK1
CENPK,PLK1
PSMD9,PLK1
MCM3,PLK1
UHRF1,PLK1
RUNX1,SRC
SRC,RUNX1
RUNX1,WDR5
WDR5,RUNX1
RUNX1,RSPO3
RUNX1,GATA3
GATA3,RUNX1
RUNX1,ASH2L
ASH2L,RUNX1
RUNX1,SMARCD1
SMARCD1,RUNX1
RUNX1,YAF2
YAF2,RUNX1
RUNX1,ETS1
ETS1,RUNX1
RUNX1,PHC1
RUNX1,GATA2
GATA2,RUNX1
RUNX1,PRMT6
SNRPD1,YBX1
YBX1,SNRPD1
SNRPD1,POLR2G
POLR2G,SNRPD1
SNRPD1,SRSF3
SRSF3,SNRPD1
SNRPD1,SSB
SSB,SNRPD1
SNRPD1,RNPS1
RNPS1,SNRPD1
SNRPD1,HNRNPK
HNRNPK,SNRPD1
SNRPD1,HNRNPD
HNRNPD,SNRPD1
SNRPD1,ALYREF
ALYREF,SNRPD1
SNRPD1,SF1
SF1,SNRPD1
SNRPD1,ILF2
ILF2,SNRPD1
SNRPD1,ELAVL2
ELAVL2,SNRPD1
SNRPD1,POLR2H
POLR2H,SNRPD1
SNRPD1,SRSF10
SRSF10,SNRPD1
SNRPD1,RUVBL1
RUVBL1,SNRPD1
SNRPD1,SNRPB
SNRPB,SNRPD1
SNRPD1,SRSF2
SRSF2,SNRPD1
SNRPD1,POLR2F
POLR2F,SNRPD1
SNRPD1,POLR2K
POLR2K,SNRPD1
SNRPD1,RBMX
RBMX,SNRPD1
SNRPD1,POLR2A
POLR2A,SNRPD1
NFATC3,NFATC1
NFATC1,NFATC3
NFATC3,MAPK10
MAPK10,NFATC3
NFATC3,GATA4
GATA4,NFATC3
CHAF1A,MCM7
MCM7,CHAF1A
CHAF1A,SMARCD1
SMARCD1,CHAF1A
CHAF1A,RBBP4
RBBP4,CHAF1A
CHAF1A,EXO1
CHAF1A,MCM3
MCM3,CHAF1A
CHAF1A,BLM
POLR2G,SNAPC3
SNAPC3,POLR2G
POLR2G,RARG
RARG,POLR2G
POLR2G,YBX1
YBX1,POLR2G
POLR2G,POLR1B
POLR1B,POLR2G
POLR2G,SRSF3
SRSF3,POLR2G
POLR2G,POU2F1
POU2F1,POLR2G
POLR2G,WDR5
WDR5,POLR2G
POLR2G,RNPS1
RNPS1,POLR2G
POLR2G,HOXB3
HOXB3,POLR2G
POLR2G,ESRP1
POLR2G,HNRNPK
HNRNPK,POLR2G
POLR2G,MLLT3
MLLT3,POLR2G
POLR2G,HNRNPD
HNRNPD,POLR2G
POLR2G,GTF2H2
GTF2H2,POLR2G
POLR2G,PBX1
PBX1,POLR2G
POLR2G,TAF1L
TAF1L,POLR2G
POLR2G,MED14
MED14,POLR2G
POLR2G,ALYREF
ALYREF,POLR2G
POLR2G,SF1
SF1,POLR2G
POLR2G,KDM6A
POLR2G,ASH2L
ASH2L,POLR2G
POLR2G,ELAVL2
ELAVL2,POLR2G
POLR2G,POLR2H
POLR2H,POLR2G
POLR2G,SRSF10
SRSF10,POLR2G
POLR2G,SNRPB
SNRPB,POLR2G
POLR2G,SOX2
SOX2,POLR2G
POLR2G,RBBP4
RBBP4,POLR2G
POLR2G,SRSF2
SRSF2,POLR2G
POLR2G,HOXB4
HOXB4,POLR2G
POLR2G,POLR2F
POLR2F,POLR2G
POLR2G,POLR2K
POLR2K,POLR2G
POLR2G,HOXB2
HOXB2,POLR2G
POLR2G,POLR1C
POLR1C,POLR2G
POLR2G,NCOA6
NCOA6,POLR2G
POLR2G,POU2F2
POU2F2,POLR2G
POLR2G,RBFOX2
RBFOX2,POLR2G
POLR2G,TCEA1
TCEA1,POLR2G
POLR2G,EZH2
EZH2,POLR2G
POLR2G,EWSR1
EWSR1,POLR2G
POLR2G,RBMX
RBMX,POLR2G
POLR2G,RFC3
POLR2G,POLR2A
POLR2A,POLR2G
SOX7,GATA4
GATA4,SOX7
UBTF,POLR1B
POLR1B,UBTF
UBTF,POLR2H
POLR2H,UBTF
UBTF,RBBP4
RBBP4,UBTF
UBTF,GTF2H2
GTF2H2,UBTF
UBTF,GATAD2A
GATAD2A,UBTF
UBTF,EHMT2
EHMT2,UBTF
UBTF,POLR2F
POLR2F,UBTF
UBTF,POLR2K
POLR2K,UBTF
UBTF,POLR1C
POLR1C,UBTF
PA2G4,POLR1B
POLR1B,PA2G4
PA2G4,DDX54
DDX54,PA2G4
PA2G4,GCA
PA2G4,PDCD11
PDCD11,PA2G4
PA2G4,AR
AR,PA2G4
PA2G4,POLR1C
POLR1C,PA2G4
PITX2,CITED2
