Gene1,Gene2
SRSF1,SF3B3
SRSF1,SNRNP200
STAT2,CISH
STAT2,IRF9
STAT2,MYC
STAT2,SOCS2
STAT2,ZFP36
TOPORS,NEDD1
TRPS1,RNF4
VDR,RARS
VDR,RORC
XPC,ERCC8
XPC,POLD1
XPC,RPA1
XPC,RPA2
XRCC6,H2AFX
XRCC6,MSH6
ZBTB16,ATP6AP2
ZBTB16,CUL3
ZBTB16,GATA2
ZBTB16,NUP88
ZBTB16,SATB1
ZBTB16,TOP2A
ZDHHC6,NFE2
ZFP36,BTG2
ZFP36,DUSP1
ZFP36,STAT2
