Gene1,Gene2
GATA4,SRSF1
GATA4,ILF3
GATA4,ALPK2
GATA4,TEAD4
GATA4,RAI14
GATA4,SMAD5
GATA4,GATA6
GATA4,SMARCD3
GATA4,DAB2
GATA4,BTBD10
GATA4,CEP85L
GATA4,KHSRP
GATA4,ANXA3
GATA4,HIF1A
GATA4,TNC
GATA4,MECOM
GATA4,ALCAM
GATA4,TCF4
GATA4,BTF3
GATA4,PAM
GATA4,ST8SIA1
GATA4,SLC39A8
GATA4,ANGPT2
GATA4,PLAGL1
GATA4,TTK
GATA4,AIP
GATA4,KIAA1324L
GATA4,NCOA6
GATA4,DMBX1
GATA4,NOC3L
GATA4,ODC1
GATA4,ZNF202
GATA4,CALB1
GATA4,ST3GAL6
GATA4,RIN2
GATA4,SAMD3
GATA4,HESX1
GATA4,PER3
GATA6,RGS5
GATA6,TEAD4
GATA6,RGPD2
GATA6,CCDC141
GATA6,CEP85L
GATA6,ANKRD1
GATA6,VWA5A
GATA6,COLEC12
GATA6,PLAGL1
GATA6,BTBD10
GATA6,SLC39A8
GATA6,HIF1A
GATA6,TNC
GATA6,ST8SIA1
GATA6,SMARCD3
GATA6,FOXP1
GATA6,CALB1
GATA6,DMBX1
GATA6,NCOA6
GATA6,ZNF202
GATA6,ALPK2
HAND2,CBFA2T2
HAND2,ALPK2
HAND2,CDK6
HAND2,NR3C1
JUND,STAT3
JUND,ZNF165
JUND,TEAD1
JUND,TRIP6
JUND,VIM
JUND,MCM4
JUND,NFAT5
JUND,ZKSCAN1
JUND,KAT6A
JUND,RGPD2
JUND,CAP2
JUND,DNMT1
JUND,ANKRD1
JUND,CHEK2
JUND,NFYB
JUND,ZNF219
JUND,KLHL12
JUND,CAMK2D
JUND,MIA3
JUND,MAFF
JUND,SUPT7L
JUND,RAI14
JUND,POLR1A
JUND,EPCAM
JUND,NDC80
JUND,CENPK
JUND,RBPJ
JUND,ID1
JUND,NUP54
JUND,ACOX3
JUND,UTP18
JUND,PNPLA8
JUND,NOL11
JUND,RNPS1
JUND,TP53
JUND,ANKMY2
JUND,ZNF512
JUND,EWSR1
JUND,PSIP1
JUND,MRPL1
JUND,MRPS30
JUND,JMJD1C
JUND,MCC
JUND,ILF2
JUND,PPT2
JUND,KIF15
JUND,HCFC1
JUND,ABLIM1
JUND,FBXO34
JUND,VWA5A
JUND,RFC3
JUND,SRSF2
JUND,NDUFC2-KCTD14
JUND,DNAJC2
JUND,TRUB1
JUND,MRPS35
JUND,HOMER1
JUND,CREB3L2
JUND,RFXANK
JUND,ZNF764
JUND,AFF1
JUND,MBIP
JUND,POLR1B
JUND,NUAK1
JUND,POLR2A
JUND,TJP2
JUND,SNRPB
JUND,TFB2M
JUND,DDX54
JUND,RAD51AP1
JUND,FLRT3
JUND,CTNNB1
JUND,ANXA3
JUND,VAMP7
JUND,MEIS1
JUND,LGALSL
JUND,ENO1
JUND,PHB2
JUND,ARID3B
JUND,CDCA7L
JUND,ELL2
JUND,TFE3
JUND,SNRPD1
JUND,ASB9
JUND,GTF2H2
JUND,SF1
JUND,TDP2
JUND,MDM4
JUND,FBXO28
JUND,BAG3
JUND,DAAM1
JUND,MAML3
JUND,SLC36A4
JUND,SKIL
JUND,FER
JUND,YPEL5
JUND,CRABP2
JUND,ILF3
JUND,UTP15
JUND,SRSF1
JUND,DLC1
JUND,ANKRD13C
JUND,MAFG
JUND,TRIP11
JUND,PA2G4
JUND,TNC
JUND,ZNF589
JUND,HNRNPD
JUND,SLC35A3
JUND,RUVBL1
JUND,TMF1
JUND,CHAF1A
JUND,RUVBL2
JUND,ZBTB10
JUND,TCF4
JUND,HMGA1
JUND,TRAPPC8
JUND,TBX3
JUND,XRN1
JUND,ITGA5
JUND,RRN3
JUND,WDHD1
JUND,KAT7
JUND,MCM7
JUND,GATA3
JUND,EEF1A1
JUND,ZNF398
JUND,PAM
JUND,SAP18
JUND,TRAF6
JUND,PALLD
JUND,CITED2
JUND,WWP1
JUND,PREPL
JUND,NUP35
JUND,IFI16
JUND,CPE
JUND,ASXL1
JUND,APBB2
JUND,CSDE1
JUND,BTG2
JUND,STK38L
JUND,NAA15
JUND,GATM
JUND,PHLDB2
JUND,NOC3L
JUND,TRIM28
JUND,MCCC1
JUND,ZNF142
JUND,E2F4
JUND,ZRANB2
JUND,RBFOX2
JUND,DCLK1
JUND,DTL
JUND,REV3L
JUND,U2AF1
JUND,PDLIM3
JUND,CCNA2
JUND,AFF4
JUND,ETV4
JUND,ETV3
JUND,RTKN2
JUND,CXXC1
JUND,SRSF3
JUND,FARSB
JUND,ARID5B
JUND,ZNF24
JUND,GDAP1
JUND,SEMA6A
JUND,APEX1
JUND,KIF21A
JUND,CCDC138
JUND,RNF19A
JUND,CEP55
JUND,CCPG1
JUND,PLAGL2
JUND,SMAD5
JUND,FN1
JUND,STAT2
JUND,ALCAM
JUND,RBM14
JUND,ZNF83
JUND,POLB
JUND,FAM135A
JUND,MXI1
JUND,ARL4A
JUND,FXR1
JUND,TRIM2
JUND,FOXK1
JUND,RMI1
JUND,HNRNPK
JUND,BCAR3
JUND,SFPQ
JUND,NCAM1
JUND,CBX3
JUND,XRCC5
JUND,WDR12
JUND,SLC19A2
JUND,ZNF587
JUND,MEF2D
JUND,ASNS
JUND,CDCA2
JUND,HIF1A
JUND,GPC6
JUND,AMN1
JUND,SLC39A11
JUND,WDFY1
JUND,NFKBIA
JUND,SNX18
JUND,KLF7
JUND,BRWD1
JUND,TDRD7
JUND,HNRNPAB
JUND,ZNF521
JUND,ARID3A
JUND,ZNF202
JUND,DCAF6
JUND,SIRT1
JUND,STT3B
JUND,RNF14
JUND,NPM1
JUND,PARN
JUND,BCLAF1
JUND,TEX10
JUND,CNBP
JUND,WDR35
JUND,ELAVL2
JUND,PHF21A
JUND,SLC46A3
JUND,TFAP4
JUND,TIPIN
JUND,SSB
JUND,MED16
JUND,CUX1
JUND,SEMA3A
JUND,SOS2
JUND,MECOM
JUND,ACTC1
JUND,FOXP1
JUND,BLM
JUND,GCA
JUND,UNC5D
JUND,CCDC82
JUND,PPM1H
JUND,YBX1
JUND,KLHL4
JUND,MEIS2
JUND,ZNF8
JUND,LMX1B
JUND,HDGF
JUND,RFPL2
JUND,ESRRG
JUND,PAWR
JUND,TRIM25
JUND,FOXN3
JUND,MYBL2
JUND,ARL4D
JUND,SOX5
JUND,UPF1
JUND,DAB2
JUND,DNAJB14
JUND,DECR1
JUND,NUSAP1
JUND,TMEM131
JUND,CCND1
JUND,PRICKLE1
JUND,ELOVL2
JUND,SNAI1
JUND,FAM117B
JUND,HELZ
JUND,OXTR
JUND,RBMX
JUND,RNF138
JUND,DNMT3A
JUND,RPP40
JUND,ANKRD50
JUND,PLOD2
JUND,PITX2
JUND,ESPL1
JUND,ZNF160
JUND,MCM2
JUND,CPVL
JUND,SOX4
JUND,POU2F2
JUND,E2F3
JUND,FLI1
JUND,PRMT6
JUND,FOXD3
JUND,SOX13
JUND,SERTAD2
JUND,HIST1H1B
JUND,CDC7
JUND,SALL2
JUND,B4GALT4
JUND,CALB1
JUND,ITPR2
JUND,RARG
JUND,VHL
JUND,GPSM2
JUND,GLMN
JUND,HMGN2
JUND,MIF
JUND,PHLDA1
JUND,KIAA1324L
JUND,DNA2
JUND,GATAD2A
JUND,ADAMTS3
JUND,PTMA
JUND,NCOA6
JUND,PRKACB
JUND,TP53INP1
JUND,PMAIP1
JUND,SRC
JUND,TMSB15B
JUND,ESRP1
JUND,MSX1
JUND,PDGFRA
JUND,ARFGAP3
JUND,SATB1
JUND,SH3BGRL2
JUND,E2F7
JUND,H1F0
JUND,NTS
JUND,SORL1
JUND,GABRB3
JUND,CER1
JUND,RRAS2
JUND,SLC39A8
JUND,COL1A2
JUND,PRSS35
JUND,CDK6
JUND,ENC1
JUND,LDB2
JUND,NFIC
JUND,COBLL1
JUND,ARHGAP28
JUND,DNMT3B
JUND,CUL1
JUND,DPYSL3
JUND,MALT1
JUND,TIMP3
JUND,CCKBR
JUND,USP44
JUND,ANKRD6
JUND,JPH1
JUND,SHOX2
JUND,CSRP2
JUND,RGS5
JUND,HEG1
JUND,KDR
JUND,MYOCD
JUND,PTPRZ1
JUND,NANOG
JUND,SETBP1
JUND,SLITRK2
JUND,ROR2
KLF5,BTBD10
KLF5,SNAPC3
KLF5,ASXL1
KLF5,SKA3
KLF5,TIPIN
KLF5,CDC20
KLF5,STK17B
KLF5,NCAPG
KLF5,BCLAF1
KLF5,STK38L
KLF5,NOL11
KLF5,DCAF6
KLF5,FUBP1
KLF5,RMI1
KLF5,HNRNPK
KLF5,CSDE1
KLF5,FAM135A
KLF5,BUB1B
KLF5,PURA
KLF5,CHAF1A
KLF5,DDHD2
KLF5,SMARCC1
KLF5,SUPT16H
KLF5,SF1
KLF5,GCA
KLF5,POLR1C
KLF5,RBPJ
KLF5,MAFF
KLF5,SRSF10
KLF5,ASH2L
KLF5,NFATC3
KLF5,NPM1
KLF5,MCM4
KLF5,PFKFB2
KLF5,AGL
KLF5,ANKRD13C
KLF5,ZNF219
KLF5,SAP18
KLF5,REV3L
KLF5,RFC3
KLF5,NOC3L
KLF5,PLOD2
KLF5,PRTG
LEF1,ETV4
LEF1,TLE3
LEF1,PRICKLE1
LEF1,DKK4
LEF1,DCLK1
LEF1,SUPT7L
LEF1,CER1
LEF1,VPS13C
LEF1,TNC
LEF1,NEDD9
LEF1,POLR1B
LEF1,WWTR1
LEF1,RFESD
LEF1,ETV3
LEF1,UPF2
LEF1,CTNNB1
LEF1,DUSP4
LEF1,DKK1
LEF1,TFDP1
LEF1,MDM4
LEF1,ANKRD26
LEF1,ARHGAP28
LEF1,LRIG3
LEF1,RFXANK
LEF1,AK4
LEF1,RBM14
LEF1,OTX2
LEF1,MIA3
LEF1,ARFGAP3
LEF1,KLHL4
LEF1,DCAF6
MLLT3,RGPD2
MXI1,TTC27
MXI1,KIF23
MXI1,NUP35
MXI1,DPH2
MXI1,UTP15
MXI1,CDC20
MXI1,TFB2M
MXI1,SLC39A11
MXI1,MYBBP1A
MXI1,FARSB
MXI1,NPM1
MXI1,POLR1C
MXI1,PDCD11
MXI1,NOC3L
MXI1,WDR12
MXI1,POLR1B
MXI1,FOXJ1
MXI1,NUP54
MXI1,PHB2
MXI1,CCNA2
MXI1,NT5DC3
MXI1,DYNC2LI1
MXI1,KIF15
MXI1,WDR3
MXI1,SKA3
MXI1,POLR2I
MXI1,BUB1B
MXI1,RUVBL1
MXI1,RIOK1
MXI1,ACOX3
MXI1,SNRPD1
MXI1,STAT3
MXI1,ZNF146
MXI1,CCNE2
MXI1,APEX1
MXI1,ZNF202
MXI1,DNAJC2
MXI1,RGPD2
MXI1,MRPL1
MXI1,ZNF587
MXI1,RPP40
MXI1,HIF1A
MXI1,ELMOD2
MXI1,ZNF142
MXI1,HMGN2
MXI1,NCAPG
MXI1,SLC19A2
MXI1,NAA15
MXI1,POLR2K
MXI1,UHRF1
MXI1,ARL4A
MXI1,NOL11
MXI1,E2F3
MXI1,ZBTB10
MXI1,YBX1
MXI1,CREB3L4
MXI1,WDR35
MXI1,YPEL5
MXI1,AGPAT5
MXI1,GTF2H2
MXI1,PREPL
MXI1,PA2G4
MXI1,JUND
MXI1,BTBD10
MXI1,HNRNPAB
MXI1,FAM117B
MXI1,WDHD1
MXI1,MXD4
MXI1,SLC39A8
MXI1,DAXX
MXI1,TP53
MXI1,TIPIN
MXI1,TMF1
MXI1,DNAAF2
MXI1,HNRNPD
MXI1,KAT6A
MXI1,MCCC1
MXI1,DTL
MXI1,RALB
MXI1,DCAF6
MXI1,CDCA8
MXI1,CEP290
MXI1,MCM7
MXI1,CCDC138
MXI1,ZRANB2
MXI1,RAD51AP1
MXI1,KLHL12
MXI1,ABLIM1
MXI1,OTUD6B
MXI1,POLB
MXI1,KLHL28
MXI1,ASH2L
MXI1,ADAMTS3
MXI1,ILF3
MXI1,MIA3
MXI1,CCPG1
MXI1,ASXL1
MXI1,SSB
MXI1,ESPL1
MXI1,TRAPPC8
MXI1,ZNF165
MXI1,NUCB2
MXI1,FOXN3
MXI1,PPT2
MXI1,SLC35A3
MXI1,FUBP1
MXI1,SF1
MXI1,POLR2F
MXI1,RFESD
MXI1,FAM135A
MXI1,CXXC1
MXI1,SMARCD1
MXI1,RNF138
MXI1,PGM2
MXI1,CALCOCO1
MXI1,ILF2
MXI1,PURA
MXI1,SNRPB
MXI1,DDX54
MXI1,CHAF1A
MXI1,NFKBIB
MXI1,MITF
MXI1,ANKMY2
MXI1,CREB3L2
MXI1,ID1
MXI1,CDK6
MXI1,GDAP1
MXI1,ANKRD28
MXI1,ATG4C
MXI1,PFKFB2
MXI1,DNMT3A
MXI1,NR2C1
MXI1,SAP18
MXI1,E2F7
MXI1,MAFF
MXI1,CSDE1
MXI1,SRSF10
MXI1,NFIA
MXI1,CTNNB1
MXI1,RBPJ
MXI1,SENP7
MXI1,PAWR
MXI1,RBFOX2
MXI1,CALB1
MXI1,KAT7
MXI1,PPARGC1B
MXI1,RMI1
MXI1,HNRNPK
MXI1,MAPK10
MXI1,REL
MXI1,SUPT7L
MXI1,CDC7
MXI1,ANKRD13C
MXI1,ARHGAP28
MXI1,SLC6A15
MXI1,LIMCH1
MXI1,LDB2
MXI1,TCF4
MXI1,GCA
MXI1,PPM1H
MXI1,COBLL1
MXI1,ZNF219
MXI1,SOX2
MXI1,TRIM2
MXI1,IFI16
MXI1,NCAM1
MXI1,APBB1
MXI1,GABRB3
MXI1,TFDP1
MXI1,TMEM64
MXI1,HESX1
MXI1,SIX6
MXI1,CCDC81
MXI1,SPP1
MXI1,SLC35F1
NANOG,OTX2
NANOG,HESX1
NANOG,PRICKLE1
NANOG,CER1
NANOG,AK4
NANOG,DNMT3B
NANOG,ZNF202
NANOG,DCLK1
NANOG,ETV1
NANOG,TNC
NANOG,SFRP2
NANOG,PRDM14
NANOG,SMAD6
NANOG,RGS5
NANOG,WDHD1
NANOG,ST8SIA4
NANOG,RGPD2
NANOG,ETV4
NANOG,KLHL4
NANOG,PLAGL1
NANOG,IFI16
NANOG,AKAP2
NANOG,GRHL2
NANOG,WLS
NANOG,HDAC9
NANOG,IGDCC4
NANOG,CD200
NANOG,TFAP2A
NANOG,USP44
NANOG,TLE2
NANOG,PAM
NANOG,KHSRP
NANOG,TLE3
NANOG,PHLDB2
NANOG,RBM14
NANOG,CNBP
NANOG,PPM1H
NANOG,FOXP1
NANOG,MECOM
NANOG,SALL2
NANOG,ASXL1
NANOG,SFPQ
NANOG,ZNF589
NANOG,ADAMTS3
NANOG,TTC39B
NANOG,NEDD9
NANOG,LPIN1
NANOG,ID1
NANOG,ANXA3
NANOG,PALLD
NANOG,TRIM22
NANOG,VIM
NANOG,PBX1
NANOG,KLF5
NANOG,BAMBI
NANOG,ATP2B4
NANOG,FOXD3
NANOG,ELAVL2
NANOG,FOXN3
NANOG,SRSF1
NANOG,PFKFB2
NANOG,SNAPC3
NANOG,TCF4
NANOG,POU2F1
NANOG,EHMT2
NANOG,MDM4
NANOG,PTMA
NANOG,NUP54
NANOG,POLR1B
NANOG,SAMD3
NANOG,RNF19A
NANOG,TFB2M
NANOG,PHB2
NANOG,ILF2
NANOG,HNRNPD
NANOG,UNC5D
NANOG,GTF2H2
NANOG,DKK1
NANOG,THY1
NANOG,PITX2
NANOG,NFIA
NANOG,ASNS
NANOG,SUPT7L
NANOG,RBMX
NANOG,CCNE2
NANOG,EPCAM
NANOG,FN1
NANOG,SOX5
NANOG,CDC7
NANOG,ESRP1
NANOG,CCNA2
NANOG,DSCC1
NANOG,MED16
NANOG,JMJD1C
NANOG,ZRANB2
NANOG,RPE
NANOG,PREPL
NANOG,GSC
NANOG,LIN28A
NANOG,CREB3L4
NANOG,ARHGAP42
NANOG,ENC1
NANOG,NCAM1
NANOG,CALCOCO1
NANOG,RMI1
NANOG,HNRNPK
NANOG,KLHL12
NANOG,PDCD11
NANOG,CNTRL
NANOG,ATG4C
NANOG,KLHL28
NANOG,ANKRD28
NANOG,RBBP4
NANOG,CXXC1
NANOG,PMAIP1
NANOG,ARL4A
NANOG,ILF3
NANOG,TBX3
NANOG,BCLAF1
NANOG,MBIP
NANOG,RXRG
NANOG,NFKBIB
NANOG,BUB1B
NANOG,ANKZF1
NANOG,RHOBTB3
NANOG,KIF15
NANOG,AFF1
NANOG,MCM3
NANOG,MIA3
NANOG,PROM1
NANOG,RBPJ
NANOG,PRDM1
NANOG,CHEK2
NANOG,RBFOX2
NANOG,EEF1A1
NANOG,FXR1
NANOG,ZNF521
NANOG,NCAPG
NANOG,RUVBL1
NANOG,PRIM1
NANOG,MFAP4
NANOG,RAD51AP1
NANOG,MCM6
NANOG,MXD4
NANOG,XRCC6
NANOG,PNPLA8
NANOG,SKIL
NANOG,NUCB2
NANOG,RRAS2
NANOG,FAM117B
NANOG,STAT3
NANOG,PHLDA1
NANOG,NPM1
NANOG,ISL1
NANOG,MEX3C
NANOG,SNRPD1
NANOG,ZNF146
NANOG,HAS2
NANOG,YBX1
NANOG,ZNF764
NANOG,CRABP2
NANOG,KAT7
NANOG,KIAA1324L
NANOG,ARHGAP28
NANOG,SNAI2
NANOG,CCND1
NANOG,SLC35A3
NANOG,ZNF585B
NANOG,MRPL1
NANOG,ELMOD2
NANOG,EXO1
NANOG,MXI1
NANOG,ZNF30
NANOG,POLR2A
NANOG,NAA15
NANOG,STT3B
NANOG,FBXO34
NANOG,SEMA3E
NANOG,CCDC82
NANOG,SOX4
NANOG,KAT6A
NANOG,FER
NANOG,ARID5B
NANOG,LRAT
NANOG,ZNF24
NANOG,RAD51
NANOG,ELL2
NANOG,CREB3L2
NANOG,NUP35
NANOG,TJP2
NANOG,KIF23
NANOG,SATB1
NANOG,CCDC138
NANOG,MRPS30
NANOG,SEMA6A
NANOG,VASH2
NANOG,SRSF2
NANOG,ANKRD50
NANOG,CYP1B1
NANOG,PA2G4
NANOG,DNAAF2
NANOG,TP53
NANOG,CEP85L
NANOG,GPR83
NANOG,MRPS35
NANOG,BLM
NANOG,SSB
NANOG,TRUB1
NANOG,WDR35
NANOG,ZNF8
NANOG,MYOCD
NANOG,GPC6
NANOG,ZNF83
NANOG,SMAD2
NANOG,SNX18
NANOG,RNPS1
NANOG,KLHL24
NANOG,PLAGL2
NANOG,NDC80
NANOG,NOL11
NANOG,UPF2
NANOG,TRIM2
NANOG,POLR1A
NANOG,SF1
NANOG,WDFY1
NANOG,AGPAT5
NANOG,GATM
NANOG,CENPK
NANOG,BARX2
NANOG,SMARCC1
NANOG,FARSB
NANOG,KIF21A
NANOG,MSX1
NANOG,ITPR2
NANOG,SNX14
NANOG,FAM135A
NANOG,SKA3
NANOG,NUSAP1
NANOG,CLGN
NANOG,ZNF587
NANOG,ETV3
NANOG,TEAD1
NANOG,COL1A2
NANOG,TGFBR3
NANOG,CD9
NANOG,CAMK2D
NANOG,HDGF
NANOG,CCNB2
NANOG,TRIP6
NANOG,ESRRG
NANOG,PLK1
NANOG,JPH1
NANOG,ACOX3
NANOG,TDRD7
NANOG,DUSP4
NANOG,ZNF518B
NANOG,ZFP42
NANOG,AIP
NANOG,VWA5A
NANOG,TCOF1
NANOG,MITF
NANOG,LGR5
NANOG,SUPT16H
NANOG,ANKRD1
NANOG,KLF8
NANOG,CEBPZ
NANOG,DNMT1
NANOG,DLGAP5
NANOG,POU2F2
NANOG,MAFG
NANOG,ZNF142
NANOG,BTF3
NANOG,XRCC5
NANOG,COL4A1
NANOG,SAP18
NANOG,DCAF6
NANOG,TDP2
NANOG,SIRT1
NANOG,PLOD2
NANOG,ASB9
NANOG,THAP9
NANOG,POLR1C
NANOG,TBC1D4
NANOG,UTP15
NANOG,LRRCC1
NANOG,DNAJC2
NANOG,WDR12
NANOG,TRIP11
NANOG,TFE3
NANOG,SLC46A3
NANOG,DEPDC1B
NANOG,SEMA6D
NANOG,NOC3L
NANOG,TMEM64
NANOG,PSIP1
NANOG,CDK6
NANOG,ARID3B
NANOG,SOS2
NANOG,NFAT5
NANOG,DAAM1
NANOG,GLDC
NANOG,CLDN10
NANOG,IRF1
NANOG,DAXX
NANOG,CEP55
NANOG,APC
NANOG,SERTAD2
NANOG,NTS
NANOG,RRN3
NANOG,NFKBIA
NANOG,RFC3
NANOG,DPH2
NANOG,NFYB
NANOG,FOXH1
NANOG,DNA2
NANOG,CDCA2
NANOG,CBFA2T2
NANOG,RIOK1
NANOG,BRWD1
NANOG,TRIM33
NANOG,ARID4B
NANOG,CPVL
NANOG,ARHGAP29
NANOG,CBX3
NANOG,RALB
NANOG,CITED2
NANOG,UTP18
NANOG,TIPIN
NANOG,JUND
NANOG,KLF7
NANOG,WWTR1
NANOG,SNRPB
NANOG,SH3RF1
NANOG,GRPR
NANOG,DYNC2LI1
NANOG,INSIG2
NANOG,ELOVL2
NANOG,CUX1
NANOG,CSDE1
NANOG,NR2C1
NANOG,BTBD10
OTX2,POU2F1
OTX2,HNRNPD
OTX2,MLLT3
OTX2,PLAGL1
OTX2,TCOF1
OTX2,CCNA2
OTX2,KHSRP
OTX2,PALLD
OTX2,SRSF2
OTX2,CCPG1
OTX2,HIF1A
OTX2,ATF6
OTX2,ZNF202
OTX2,JMJD1C
OTX2,SNX18
OTX2,ESRRG
OTX2,EMB
OTX2,MIA3
OTX2,COL1A2
OTX2,GSC
OTX2,RUVBL1
OTX2,RBBP4
OTX2,AFF1
OTX2,PA2G4
OTX2,HESX1
OTX2,ELAVL2
OTX2,SF1
OTX2,DPYSL3
OTX2,PHB2
OTX2,RNF19A
OTX2,CBFA2T2
OTX2,HMGA1
OTX2,CTNNB1
OTX2,TNC
OTX2,ARHGAP28
OTX2,E2F3
OTX2,CALCOCO1
OTX2,TP53
OTX2,TADA1
OTX2,RAD51AP1
OTX2,CEP290
OTX2,CNKSR3
OTX2,CD9
OTX2,PRIM1
OTX2,CDC20
OTX2,SNRPB
OTX2,CDCA2
OTX2,SOX4
OTX2,CRX
OTX2,WDR3
OTX2,RGPD2
OTX2,FLRT3
OTX2,UNC5D
OTX2,MRPL1
OTX2,YBX1
OTX2,NUP54
OTX2,ILF2
OTX2,RND3
OTX2,STAT3
OTX2,SRSF1
OTX2,SUPT7L
OTX2,BTF3
OTX2,NEDD4
OTX2,RBPJ
OTX2,BCLAF1
OTX2,PFKFB2
OTX2,PLXNA2
OTX2,RNF138
OTX2,EWSR1
OTX2,APEX1
OTX2,ANKRD28
OTX2,TIPIN
OTX2,XRN1
OTX2,ATP11B
OTX2,CBX3
OTX2,APC
OTX2,TRIP11
OTX2,DNMT3A
OTX2,ZNF24
OTX2,ISL1
OTX2,WDR12
OTX2,TCF4
OTX2,TFB2M
OTX2,RFXANK
OTX2,CER1
OTX2,TRIM2
OTX2,PDCD11
OTX2,SLC39A11
OTX2,AFF4
OTX2,ZNF589
OTX2,FUBP1
OTX2,ACOX3
OTX2,NCAPG
OTX2,WDR5
OTX2,PNPLA8
OTX2,OTUD6B
OTX2,BUB1B
OTX2,MCM6
OTX2,PIP4K2A
OTX2,NRIP1
OTX2,LGR4
OTX2,REV3L
OTX2,POLR2A
OTX2,EXO1
OTX2,CSDE1
OTX2,KLHL12
OTX2,NOL11
OTX2,ATG4C
OTX2,BCL11B
OTX2,CHAF1A
OTX2,ZNF165
OTX2,KLHL28
OTX2,KLHL4
OTX2,FOXN3
OTX2,CREB3L2
OTX2,SAP18
OTX2,PELI2
OTX2,SKIL
OTX2,TLE2
OTX2,FAM135A
OTX2,NANOG
OTX2,RFPL2
OTX2,KIF15
OTX2,SNAPC3
OTX2,ANKZF1
OTX2,ARL4D
OTX2,TBC1D4
OTX2,DTL
OTX2,GATM
OTX2,EHMT2
OTX2,PBXIP1
OTX2,PLK1
OTX2,CALB1
OTX2,MCCC1
OTX2,ARL4A
OTX2,STAT2
OTX2,RORB
OTX2,WLS
OTX2,NUP35
OTX2,SEMA3A
OTX2,ZNF585B
OTX2,MAFG
OTX2,POLR2K
OTX2,PAM
OTX2,PPP1R9A
OTX2,ELL2
OTX2,DNAAF2
OTX2,FBXO5
OTX2,SUPT16H
OTX2,KLF5
OTX2,NR2C1
OTX2,ATP2B4
OTX2,DCAF6
OTX2,PTMA
OTX2,WDHD1
OTX2,WWP1
OTX2,ID1
OTX2,SLC19A2
OTX2,CXXC1
OTX2,LTBP1
OTX2,SIRT1
OTX2,AIP
OTX2,ETV4
OTX2,SLC39A8
OTX2,CHEK2
OTX2,MXI1
OTX2,EPB41L3
OTX2,NFKBIB
OTX2,PROM1
OTX2,RUVBL2
OTX2,HSD17B11
OTX2,KLF7
OTX2,RTKN2
OTX2,NFIA
OTX2,ZNF764
OTX2,GPR83
OTX2,ALG6
OTX2,YPEL5
OTX2,VWA5A
OTX2,NUSAP1
OTX2,HNRNPAB
OTX2,SATB1
OTX2,ATRX
OTX2,ENC1
OTX2,STC1
OTX2,MBIP
OTX2,FBN1
OTX2,DDHD2
OTX2,ESPL1
OTX2,BRWD1
OTX2,SKA3
OTX2,TGFB1
OTX2,ZNF587
OTX2,ARID4B
OTX2,SLA2
OTX2,CEP55
OTX2,CEP85L
OTX2,DEPDC1B
OTX2,DLGAP5
OTX2,SNRPD1
OTX2,NEDD9
OTX2,ASXL1
OTX2,NOC3L
OTX2,NONO
OTX2,HDAC9
OTX2,TTC39B
OTX2,PPM1H
OTX2,PREPL
OTX2,SRSF10
OTX2,CA14
OTX2,ZNF146
OTX2,CEBPZ
OTX2,TLE3
OTX2,GDAP1
OTX2,FBXO28
OTX2,VPS13C
OTX2,NPM1
OTX2,MCM7
OTX2,FER
OTX2,POLR1A
OTX2,MEX3C
OTX2,SLC35F1
OTX2,MRPS35
OTX2,COMMD10
OTX2,ALPK2
OTX2,KRCC1
OTX2,MCM3
OTX2,FXR1
OTX2,HELZ
OTX2,CCDC82
OTX2,COL5A2
OTX2,RAD51
OTX2,FOXP1
OTX2,NLGN4X
OTX2,LRRCC1
OTX2,ITPR2
OTX2,HAS2
OTX2,ZNF83
OTX2,PRICKLE1
OTX2,RBFOX2
OTX2,KIF23
OTX2,TRAF6
OTX2,SALL2
OTX2,NCAM1
OTX2,LMO2
OTX2,SATB2
OTX2,DAXX
OTX2,TMSB15B
OTX2,LRR1
OTX2,MIF
OTX2,ST8SIA1
OTX2,NR3C1
OTX2,NAA15
OTX2,USP44
OTX2,DCLK1
OTX2,ADAMTS3
OTX2,TSPAN12
OTX2,ZNF30
OTX2,CRABP2
OTX2,U2AF1
OTX2,ANKRD50
OTX2,SEMA6D
OTX2,SMAD5
OTX2,RNF13
OTX2,KLHL24
OTX2,RGS5
OTX2,THAP9
OTX2,DKK4
OTX2,RBMX
OTX2,ARHGAP42
OTX2,KIAA1324L
OTX2,TRAPPC8
OTX2,PARP1
OTX2,IFI16
OTX2,AGL
OTX2,MYCN
OTX2,PGM2
OTX2,CCNE2
OTX2,CLDN11
OTX2,TJP2
OTX2,PBX1
OTX2,CAP2
OTX2,GRPR
OTX2,CPVL
OTX2,CDK6
OTX2,CCDC80
OTX2,ALCAM
OTX2,PHF21A
OTX2,MAN1A1
OTX2,ITGA6
OTX2,EZH2
OTX2,COL5A1
OTX2,BMP4
OTX2,SH3BGRL2
OTX2,GRHL2
OTX2,PLOD2
OTX2,ZEB1
OTX2,PLCB4
OTX2,MSX1
OTX2,AK4
OTX2,RHOBTB3
OTX2,CSRP2
OTX2,NFATC1
OTX2,CDCA7L
OTX2,CD200
OTX2,JPH1
OTX2,ZNF488
OTX2,SEMA5A
OTX2,ST8SIA4
OTX2,BAMBI
OTX2,ESRP1
OTX2,TFAP2A
OTX2,PTPRZ1
OTX2,ZNF142
OTX2,COL4A6
OTX2,ZNF518B
OTX2,RIOK1
OTX2,TEAD4
OTX2,RRAS2
OTX2,ISCA1
