Gene1,Gene2
MEIS1,WDR5
PBX1,WDR5
RNF4,CCNF
MCM5,CCNF
MCM5,NCAPG
MCM5,CENPA
MCM5,LIG1
MCM5,FIGNL1
MCM5,TPX2
MCM5,CEP55
MCM5,PRC1
RNF4,CUL3
PBX1,MEIS1
MEIS1,PBX1
