Gene1	Gene2	EdgeWeight
TRIM28	CD9	0.011326470412313938
POU5F1	TCOF1	0.011325937695801258
CTNNB1	REL	0.011325167492032051
POU5F1	GATAD2A	0.011323473416268827
NANOG	OTUD6B	0.011322839185595512
PRDM1	ACOX3	0.011322556994855404
JUND	CCPG1	0.01132255606353283
NANOG	GRHL2	0.011321833357214928
NANOG	TRAF6	0.011319132521748545
TP53	PARN	0.01131890993565321
TRIM28	CCNA2	0.011315707117319107
POU5F1	ZNF398	0.011314780451357365
TP53	TCOF1	0.011314278468489649
TP53	UTP15	0.011313469149172306
POU5F1	SSB	0.011313206516206264
TP53	BTF3	0.011312911286950113
TP53	ZHX3	0.011312555521726608
EOMES	GYPE	0.01131252571940422
TP53	RRN3	0.011311645619571207
NANOG	UPF2	0.011311289854347706
NANOG	PARN	0.011310630477964878
NANOG	MCM6	0.011310374364256859
TP53	SAMD3	0.011306448839604856
TP53	HPRT1	0.011306143365800379
NANOG	PPM1H	0.0113060949370265
NANOG	RAVER2	0.01130572147667408
NANOG	HDGF	0.01130501553416252
TRIM28	SMARCC1	0.011304390616714954
NANOG	RFC3	0.011303411796689034
POU5F1	DAXX	0.011302834376692772
JUND	FUS	0.011302655562758446
POU5F1	MCM7	0.011301098391413687
NANOG	ZNF202	0.01129912305623293
NANOG	PLSCR4	0.011297072283923626
TRIM28	BCLAF1	0.011296626180410385
NANOG	COL1A2	0.011293054558336737
TP53	PARP1	0.011291805654764177
TP53	CBX3	0.011291765607893469
NANOG	PTMA	0.011289696209132671
TRIM28	ZRANB2	0.011288290843367577
EOMES	BMP4	0.011287895962595941
NANOG	NPM1	0.011287587694823742
POU5F1	YAF2	0.011286480352282524
EOMES	EPHA4	0.011284779757261276
TRIM28	DNAJC2	0.01128466334193945
TRIM28	XRCC5	0.011284132488071918
EOMES	RFPL2	0.011283316649496557
NANOG	MEX3C	0.011283159255981444
NANOG	MCM3	0.011282868683338164
NANOG	SAMD3	0.011281917802989485
JUND	COL4A6	0.011278762482106686
POU5F1	TLE1	0.01127861998975277
EOMES	MCC	0.011277887970209122
NANOG	FST	0.011277766898274422
NANOG	CUX1	0.011276967823505402
TP53	GPR83	0.0112760653719306
PRDM1	GYPB	0.011272856965661049
JUND	CTNNB1	0.011271683499217032
POU5F1	PTMA	0.011270335875451565
POU5F1	EHMT2	0.011268486268818378
TRIM28	CASD1	0.01126796007156372
TP53	MCM5	0.011266876943409443
JUND	KLF6	0.01126572024077177
TP53	SYNE2	0.011263903230428696
CTNNB1	BARX2	0.01126122660934925
POU5F1	SORL1	0.011260278522968292
TRIM28	RBBP8	0.011260109953582287
TRIM28	CREB3L2	0.011258382350206377
CTNNB1	TRIM25	0.011257748119533062
NANOG	UTP15	0.011257267557084559
POU5F1	BTF3	0.011256910860538484
POU5F1	TFDP1	0.011255399323999882
POU5F1	HIF1A	0.011252481490373613
TP53	CSRP2	0.011251958087086678
TRIM28	ABLIM1	0.01125190407037735
NANOG	JUND	0.011250780895352364
NANOG	ZNF280B	0.011250393465161324
CTNNB1	CALCOCO1	0.011249050498008728
CTNNB1	ANKRD6	0.011247234418988228
NANOG	NAP1L3	0.011245546862483023
NANOG	WDFY1	0.011244365014135838
TRIM28	FST	0.011242924258112907
TRIM28	SNAPC3	0.011241361498832704
POU5F1	CA14	0.011240780353546144
CTNNB1	POLR3E	0.01124068908393383
POU5F1	SMARCD1	0.011234784498810768
TP53	TP53INP1	0.011234423145651816
NANOG	PLCB4	0.011232110671699049
JUND	SIPA1L2	0.011231709271669388
CTNNB1	PDE3B	0.01123002264648676
TRIM28	SLC39A8	0.0112263523042202
TP53	STK38L	0.011221838183701038
NANOG	CCND1	0.011219916865229608
POU5F1	APBB2	0.011219321750104427
TRIM28	SNAI1	0.011218002066016195
NANOG	HIF3A	0.01121706888079643
JUND	YAF2	0.011216788552701472
POU5F1	SH3BGRL	0.01121598482131958
NANOG	PPARA	0.011215255595743656
NANOG	PDCD11	0.011214920319616795
NANOG	MCM7	0.011214439757168293
TP53	ZNF521	0.011214175261557102
TP53	ZFHX3	0.011212528683245182
PRDM1	CHL1	0.0112104881554842
POU5F1	KDM6A	0.011207857169210909
POU5F1	ZNF280B	0.011206658557057379
CTNNB1	B3GNT5	0.011204275302588941
JUND	NONO	0.011203895322978495
TP53	ZNF585B	0.011203185655176641
TRIM28	TCF7L1	0.0111989788711071
POU5F1	RFC3	0.011198870837688446
CTNNB1	TRIM27	0.01119861751794815
PRDM1	FZD5	0.011196347884833813
TP53	UPF2	0.011194409802556038
TRIM28	MCM3	0.01119410153478384
TP53	ZNF518B	0.011193445883691313
EOMES	SMAD6	0.01119102630764246
JUND	ACTC1	0.0111909294500947
TP53	ARL4A	0.011190249584615229
TP53	RND3	0.01118665374815464
NANOG	CEBPZ	0.0111865671351552
JUND	E2F3	0.01118536852300167
NANOG	CRX	0.011185090988874435
TP53	MLLT3	0.011183123104274271
TP53	HNRNPD	0.011179082095623016
TP53	HELZ	0.011178177781403065
POU5F1	FOXH1	0.011176208965480328
NANOG	VASH2	0.011174563318490982
NANOG	SOX13	0.011173725128173828
POU5F1	XRCC6	0.011171945370733738
TP53	TCF7L1	0.011171257123351095
CTNNB1	BAG3	0.011171160265803335
TP53	TMEM64	0.011170711368322372
NANOG	GATA3	0.011168323457241058
NANOG	SAP18	0.011167598888278008
EOMES	ODC1	0.011166155338287355
POU5F1	POLR1A	0.011165526695549488
NANOG	DMBX1	0.011165197007358074
TRIM28	ZHX3	0.011164598166942595
JUND	NUCB2	0.011163746938109398
PRDM1	SLITRK2	0.011161956936120987
NANOG	IRF1	0.011160648427903652
POU5F1	CCND1	0.011159843765199184
POU5F1	SRSF1	0.011158043518662451
POU5F1	DPF2	0.011157200671732427
NANOG	HELZ	0.011155914515256882
TRIM28	OTUD6B	0.011154554784297943
NANOG	ITGA6	0.011153825558722021
TRIM28	SUPT16H	0.011153568513691424
POU5F1	RBMX	0.011150848120450974
CTNNB1	NUAK1	0.011150158941745758
TRIM28	BTF3	0.011145944707095623
NANOG	ANKRD13C	0.011145664379000664
TP53	MAFF	0.01114473957568407
TRIM28	RBPJ	0.01114449556916952
POU5F1	ABLIM1	0.011142490431666374
TP53	POLR1B	0.011142302304506302
NANOG	SMARCC1	0.011142072267830372
NANOG	LGALSL	0.01114153116941452
TFAP2A	DCLK1	0.011139616370201109
GATA3	LEF1	0.01113863103091717
EOMES	KLF8	0.011138008907437323
NANOG	TRAPPC8	0.011137353256344795
POU5F1	ITM2A	0.011136932298541069
PRDM1	MANEA	0.011135640554130077
TRIM28	CBX3	0.011134938336908816
TRIM28	CSDE1	0.011134594678878784
NANOG	AGPAT5	0.011134468950331213
POU5F1	MCM3	0.011131652630865574
TP53	KLHL4	0.011130143888294695
POU5F1	POLR2H	0.011128569021821022
NANOG	DNMT1	0.011128409765660765
NANOG	TFDP1	0.011128162033855915
TRIM28	MRPL1	0.011127514764666556
POU5F1	ISCA1	0.01112504117190838
TRIM28	SEMA5A	0.011124092154204844
TRIM28	NUDT11	0.011123870499432087
TRIM28	EHMT2	0.01112346351146698
TRIM28	EOMES	0.011123461648821829
TP53	TIMP3	0.011123436503112316
EOMES	ROR2	0.011123226024210451
NANOG	RAI14	0.011121941730380058
POU5F1	CUX1	0.011121639050543308
CTNNB1	SULF2	0.011118805035948752
TRIM28	GAD1	0.01111781131476164
NANOG	TFAP4	0.011116723529994488
POU5F1	VHL	0.01111615914851427
TRIM28	GLMN	0.011116140522062778
NANOG	POLR1A	0.011115048080682756
CTNNB1	DAB2	0.011113300919532776
NANOG	POLR1C	0.011112749576568605
NANOG	ITM2A	0.011112714186310768
TP53	AGPAT5	0.01111138891428709
TP53	TTK	0.011109779588878156
NANOG	DEDD2	0.011106633581221105
NANOG	ETV7	0.01110483705997467
CTNNB1	PPARGC1B	0.0111033758148551
JUND	H1F0	0.01110202632844448
POU5F1	STAT3	0.011101474985480309
PRDM1	SOX4	0.011100604198873043
NANOG	SNRPD1	0.011099996976554394
POU5F1	MYBL2	0.011099551804363728
NANOG	CEP290	0.011095954105257988
POU5F1	DPYSL3	0.011094849556684494
NANOG	HIST1H1B	0.011094214394688606
TRIM28	MCM6	0.01109398901462555
NANOG	NFAT5	0.011092358268797398
TRIM28	SPPL2A	0.011090537533164023
POU5F1	PARN	0.011087723076343536
TRIM28	KAT7	0.011087603867053986
NANOG	MANEA	0.011085635051131248
TRIM28	CEP290	0.011085531674325466
ZFP42	DPF2	0.011085040867328644
TRIM28	LGR4	0.01108486205339432
TP53	NR2C1	0.011084727011620998
POU5F1	FOXK1	0.011084594763815405
NANOG	STC1	0.0110833877697587
PRDM1	RIN2	0.011082326062023641
TP53	CLDN11	0.011081593111157416
TP53	HIST1H1B	0.01108117774128914
TFAP2A	HAND2	0.0110793886706233
CTNNB1	MAPK10	0.011078898794949056
TRIM28	MCM5	0.011078794486820698
CTNNB1	AR	0.011078023351728916
NANOG	SNX16	0.01107620354741812
CTNNB1	NEDD4	0.01107566710561514
NANOG	SIRT1	0.011075494810938835
TP53	NOC3L	0.011074449867010115
TRIM28	PCDH10	0.011072451248764992
TP53	TFE3	0.011070365086197851
POU5F1	MCM6	0.011067877523601057
CTNNB1	MCM2	0.011063721962273121
TRIM28	ZIC2	0.011063569225370884
PRDM1	ERBB4	0.011062313802540302
POU5F1	ZNF202	0.011059108190238476
TRIM28	SLC6A15	0.011057878844439985
NANOG	EPB41L3	0.01105781551450491
NANOG	MRPL1	0.011057518422603607
CTNNB1	MEIS2	0.011055897921323776
POU5F1	NOL11	0.011054897680878641
TRIM28	ZNF398	0.011054799892008305
TP53	ILF2	0.011053895577788351
POU5F1	POLR1B	0.011053137481212616
NANOG	GAD1	0.011052725836634636
NANOG	FOXP1	0.011047619394958021
NANOG	ZRANB2	0.011047077365219593
TRIM28	CITED2	0.011046672239899635
CTNNB1	TFAP2A	0.011045113205909727
TP53	TCEA1	0.011044451035559177
POU5F1	DEK	0.011044439859688282
POU5F1	BUB1B	0.011044414713978769
TRIM28	TADA1	0.01104247011244297
POU5F1	PAWR	0.011042146012187004
CTNNB1	SNAI1	0.01104004681110382
NANOG	RMI1	0.011038674041628838
POU5F1	SLC19A2	0.01103688683360815
NANOG	VHL	0.011036559939384459
NANOG	CUL1	0.011035503819584845
EOMES	GYPA	0.011035203002393246
NANOG	ATG4C	0.011034668423235416
NANOG	ZNF8	0.011033620685338974
PRDM1	ELOVL2	0.011032517068088056
NANOG	SPPL2A	0.01103175338357687
EOMES	MAFG	0.011029990389943123
CTNNB1	ZEB1	0.011029525659978391
EOMES	VIM	0.011028859764337541
CTNNB1	CASD1	0.011028729379177094
CTNNB1	STK3	0.0110284686088562
POU5F1	OXTR	0.011024649254977705
TP53	SALL2	0.011024106293916702
PRDM1	SERHL2	0.011023356579244135
EOMES	ENC1	0.011023320257663729
TP53	COL1A2	0.011022303253412248
NANOG	MBOAT1	0.01102205365896225
CTNNB1	ELK3	0.011022019200026987
CTNNB1	TIPIN	0.011019363068044186
POU5F1	BCL11A	0.01101849600672722
NANOG	ATRX	0.0110173299908638
TRIM28	PHLDB2	0.011015651747584343
TRIM28	ISCA1	0.011013757437467577
NANOG	SLC6A15	0.0110129714012146
EOMES	ELL2	0.011012562550604343
CTNNB1	DYNC1I1	0.011010654270648956
POU5F1	AEBP1	0.011010635644197464
CTNNB1	LPIN1	0.011009518057107924
JUND	EPB41L3	0.011009356938302515
TP53	U2AF1	0.011009063571691513
POU5F1	SOX13	0.01100852247327566
POU5F1	SERPINE2	0.011007923632860184
CTNNB1	NRIP1	0.01100704912096262
NANOG	FAM135A	0.011007011868059635
TRIM28	PHC1	0.01100561674684286
NANOG	ZNF142	0.011005226522684096
TP53	ECI2	0.01100266445428133
TP53	DDX54	0.011002549901604652
NANOG	CHEK2	0.011000918224453926
POU5F1	E2F3	0.011000728234648705
NANOG	E2F4	0.011000464670360088
TP53	CCDC80	0.010999451391398908
TRIM28	SRSF3	0.010996718890964985
JUND	FN1	0.010995974764227869
NANOG	DEK	0.010995181277394295
POU5F1	PSIP1	0.010992455296218395
TRIM28	WLS	0.010992374271154405
NANOG	MCM5	0.010991983115673063
POU5F1	SMG6	0.010990780778229237
TRIM28	PATZ1	0.01099004503339529
TRIM28	CDC7	0.0109900189563632
TP53	BLM	0.010989556089043616
TP53	TLR4	0.010989025235176086
JUND	NFKBIA	0.010988321155309677
JUND	MAML3	0.010987693443894386
EOMES	BMP2	0.010986114852130413
POU5F1	CSRP2	0.010986113920807837
TRIM28	ITGA5	0.01098604779690504
TRIM28	XRCC6	0.010983217507600784
POU5F1	PLAGL2	0.01098056137561798
POU5F1	SKIL	0.0109805129468441
JUND	CRABP2	0.010979865677654743
POU5F1	HELZ	0.010979798622429373
JUND	STC1	0.010978322476148605
JUND	EOMES	0.01097811758518219
EOMES	BAG3	0.010975477285683157
POU5F1	ILF2	0.010973171330988407
TRIM28	AFF1	0.010972755029797554
TP53	GINS2	0.010972692631185057
TP53	PHB2	0.010972632095217705
CTNNB1	ST3GAL6	0.01097188051789999
JUND	FST	0.010967864654958248
TRIM28	FN1	0.010967220179736614
CTNNB1	RPP40	0.010965161025524141
EOMES	OTX2	0.010961912572383879
EOMES	TRAPPC8	0.010961594060063362
JUND	ARHGAP29	0.010961228050291538
POU5F1	PPARA	0.010960188694298269
NANOG	ATP11B	0.010959431529045105
NANOG	XRCC6	0.010956658981740476
NANOG	DCLK1	0.01095664594322443
POU5F1	RBBP4	0.01095623429864645
POU5F1	OTUD6B	0.010954633355140686
NANOG	ESRP1	0.010954247787594795
AR	SIX6	0.010954076424241066
NANOG	NT5DC3	0.010954022407531738
NANOG	MAML3	0.010954015888273716
CTNNB1	LMO2	0.010954011231660843
CTNNB1	TGFB1I1	0.010953376069664957
TP53	BCLAF1	0.010952995158731936
TRIM28	ANKRD50	0.010952020995318891
EOMES	AFF1	0.010949263349175451
NANOG	TTC27	0.010946641676127909
TRIM28	ZFHX3	0.010946065187454224
CTNNB1	LMO3	0.01094181463122368
PRDM1	GABRB2	0.010939899832010271
POU5F1	NFE2L3	0.010939103551208971
TRIM28	FLRT2	0.010938478633761406
EOMES	ITGA5	0.010937602259218693
TRIM28	APC	0.010937367565929891
TP53	KDR	0.01093717571347952
EOMES	JUND	0.010936925187706949
POU5F1	DNMT3A	0.010935540311038494
NANOG	GABRB2	0.010933791287243366
POU5F1	KDR	0.01093290001153946
POU5F1	THY1	0.010932454839348793
SOX2	FOXJ1	0.010931047610938549
TRIM28	GINS2	0.010930010117590427
TP53	DSCC1	0.010929711163043976
TRIM28	RAD51	0.010928989388048649
TP53	RHOBTB3	0.010927407070994377
NANOG	RBPJ	0.010926115326583384
NANOG	HIF1A	0.010925864800810814
TRIM28	SLC19A2	0.010925015434622765
TP53	ENO1	0.010924486443400385
TRIM28	TTC27	0.010921262204647064
TP53	E2F4	0.010920833796262741
GATA3	MFAP4	0.01091947965323925
POU5F1	MRPS35	0.010918743908405304
JUND	LDB2	0.010918425396084784
POU5F1	WDR12	0.010918033309280872
TP53	GCA	0.010917407460510729
TP53	MBOAT1	0.010915898717939855
EOMES	ID1	0.0109154237434268
JUND	COL5A1	0.010911487974226476
TRIM28	RMI1	0.010909505188465118
NANOG	OXTR	0.01090841181576252
POU5F1	DNAJC2	0.010906548239290714
TP53	RFXANK	0.010906390845775604
NANOG	HMGN2	0.010904595255851746
TP53	KAT6A	0.01090378500521183
PRDM1	JUND	0.01090357918292284
NANOG	NR3C1	0.010902969166636469
POU5F1	NR3C1	0.010902322828769684
JUND	CAMK2D	0.010901509784162045
ZFP42	HCFC1	0.010900953784585
TP53	CENPK	0.010900297202169895
TP53	HIF1A	0.010894425213336945
TRIM28	HLA-DRB1	0.010894321836531162
CTNNB1	DACH1	0.0108937444165349
CTNNB1	WDR12	0.010892554186284542
TP53	ZNF516	0.010891792364418508
TP53	APC	0.010890754871070385
JUND	MAFF	0.010890597477555277
TRIM28	ZBTB2	0.010890020057559013
TRIM28	ETS1	0.0108899287879467
TP53	NFYB	0.0108866635710001
NANOG	MSX1	0.010886261239647864
TP53	JPH1	0.010885513387620449
JUND	ANKRD26	0.010884049348533155
TRIM28	PLAGL2	0.010883787646889688
NANOG	GLRX	0.010881654918193815
POU5F1	SFPQ	0.010881183668971062
TRIM28	FUBP1	0.010880047455430029
EOMES	LRIG3	0.010879965499043465
CTNNB1	MAMLD1	0.010879500769078732
TP53	CASD1	0.01087574940174818
JUND	RBFOX2	0.010875226929783821
JUND	DUSP4	0.010874086990952492
TFAP2A	SIX6	0.0108740059658885
TRIM28	THY1	0.010870642960071564
TP53	DNA2	0.010870210826396942
TRIM28	NR3C1	0.010870193131268023
NANOG	KLHL12	0.010866767726838587
TRIM28	SORL1	0.010865590535104276
CTNNB1	FER	0.01086384244263172
POU5F1	UBTF	0.01086269412189722
CTNNB1	HEG1	0.010859418660402298
NANOG	MATN3	0.010858437046408652
NANOG	TEAD4	0.010857038199901579
TRIM28	CLDN11	0.010856655426323414
TRIM28	SSB	0.010855794884264471
JUND	PPM1H	0.010854432359337808
TRIM28	JMJD1C	0.01085425540804863
TRIM28	POLR2K	0.010853732004761696
TRIM28	ARID4B	0.010852036997675896
POU5F1	GINS2	0.010851332917809486
TRIM28	COL1A2	0.0108505068346858
TP53	NUSAP1	0.01085029449313879
SOX2	POU3F1	0.010850011371076107
TRIM28	PTPRZ1	0.010849138721823692
JUND	BAMBI	0.010848045349121094
POU5F1	RAD51AP1	0.010845612734556198
TRIM28	SKA3	0.010844248346984386
TP53	MYBBP1A	0.01084408164024353
TP53	ZDHHC21	0.010842757299542429
POU5F1	TRIP13	0.010842233896255491
NANOG	ENO1	0.010841954499483109
TRIM28	CBFA2T2	0.010841953568160534
TP53	SEMA3E	0.010841581039130688
TP53	SSB	0.010841376148164272
NANOG	ALG6	0.010840690694749357
NANOG	PHB2	0.010840636678040028
TRIM28	WDR12	0.010840366594493387
NANOG	JPH1	0.010840311646461487
NANOG	SNX14	0.010838081128895284
PRDM1	CDK6	0.010837590321898459
TRIM28	ZNF160	0.010834856890141964
TP53	GYPE	0.010833797045052052
POU5F1	GLDC	0.010830690152943134
TP53	ZNF83	0.010828315280377865
JUND	YBX1	0.01082581002265215
CTNNB1	AMN1	0.01082512643188238
ZFP42	PA2G4	0.010825113393366335
NANOG	ELMOD2	0.010824696160852907
PRDM1	SERPINE2	0.010824537836015223
CTNNB1	TTC39B	0.010820615105330944
TP53	FOXN3	0.010819012299180029
PRDM1	SEMA3E	0.01081824954599142
POU5F1	BCLAF1	0.010818124748766422
CTNNB1	ARID5B	0.01081794872879982
TRIM28	NCOA6	0.01081757340580225
CTNNB1	NCAM1	0.010817511938512324
TRIM28	KDM6A	0.010817142203450205
JUND	FOXH1	0.010816681198775768
TRIM28	E2F4	0.01081662904471159
TP53	DCAF6	0.010816524736583231
TRIM28	BUB1B	0.010816230438649654
NANOG	SFPQ	0.010815856978297234
NANOG	CBR1	0.010815035551786423
NANOG	HPRT1	0.010814343579113485
TRIM28	RAI1	0.010812911204993723
TRIM28	WDFY1	0.010811963118612766
DNMT3B	PHC1	0.010811730287969112
TP53	SATB1	0.010811341926455498
TRIM28	SOX13	0.010811028070747852
TRIM28	RAB31	0.010809680446982384
TFAP2A	EPCAM	0.010808257386088371
NANOG	LTBP1	0.01080776285380125
PRDM1	CRHBP	0.010806702077388763
TP53	WWTR1	0.010806025937199593
TRIM28	HAS2	0.01080369483679533
TP53	NOL11	0.01080263499170542
NANOG	ILF3	0.010802325792610644
TRIM28	POLR2G	0.0108013516291976
POU5F1	DTL	0.010801194235682487
NANOG	PAM	0.010800971649587154
CTNNB1	CA2	0.010797977447509766
CTNNB1	HOXB3	0.010797414928674698
CTNNB1	SETBP1	0.010796764865517616
CTNNB1	ZEB2	0.010795476846396923
EOMES	KHSRP	0.010794825851917269
JUND	GYPE	0.01079463679343462
NANOG	GPC6	0.010793322697281836
TP53	APOBEC3C	0.010792885906994345
TP53	KLF8	0.010792321525514126
POU5F1	CHAF1A	0.010792182758450508
NANOG	POLB	0.010789754800498486
TP53	BAMBI	0.010789531283080578
TP53	CEP290	0.010789387859404087
NANOG	SH3RF1	0.010789232328534126
POU5F1	FBXO28	0.01078866608440876
TRIM28	TJP2	0.010788406245410442
TP53	HNRNPK	0.0107875419780612
EOMES	DYNC1I1	0.010787450708448887
TRIM28	CDCA2	0.010786905884742735
POU5F1	TEAD1	0.010786564089357851
NANOG	APEX1	0.010784510523080826
PRDM1	BNIP3	0.010783701203763485
JUND	LTBP1	0.010780548676848413
TP53	ESCO2	0.010780509561300278
TRIM28	BMP2	0.010780435986816885
NANOG	COMMD10	0.010780353099107742
CTNNB1	KIF15	0.01077940221875906
NANOG	ZKSCAN1	0.010778437368571758
POU5F1	DNMT1	0.010778430849313736
TP53	RBBP8	0.010777022689580916
PRDM1	FLRT3	0.010776979848742485
TRIM28	TRIP11	0.010772961191833021
TRIM28	ANKRD28	0.010772336274385452
TP53	NFAT5	0.01077202335000038
NANOG	SMAD6	0.010769587010145187
ZFP42	PDCD11	0.010764759033918379
CTNNB1	TEAD4	0.010762916877865791
POU5F1	ZNF764	0.010762505233287813
TRIM28	ZNF24	0.010762096382677557
POU5F1	TMEM131	0.010761873796582222
POU5F1	NT5DC3	0.010761629790067673
POU5F1	NFAT5	0.010760247707366943
POU5F1	WDFY1	0.010757949203252792
NANOG	DDAH1	0.010755498893558979
ZFP42	POU5F1	0.010755003429949284
TP53	COL4A6	0.010753554292023182
POU5F1	EPB41L3	0.010753445327281952
TP53	WDR3	0.01075319480150938
POU5F1	CNBP	0.010751085355877876
POU5F1	FAM117B	0.010750393383204935
NANOG	CCNE2	0.010750285349786282
GATA3	FST	0.010750104673206806
NANOG	E2F7	0.010747660882771015
TRIM28	TEAD1	0.010746901854872705
TP53	TRIM2	0.01074629370123148
NANOG	REL	0.010746239684522152
POU5F1	AFF1	0.010745888575911522
TP53	POLR3G	0.010744022205471992
POU5F1	SATB1	0.010743744671344757
NANOG	FOXJ2	0.010742392390966415
TRIM28	PPP1R9A	0.01074062380939722
NANOG	RARG	0.010740255005657671
JUND	WWP1	0.010739588178694248
TRIM28	NRP2	0.010737160220742227
TP53	DMBX1	0.010736451484262943
TP53	ETV4	0.010734174400568008
NANOG	POLR2D	0.010733123868703842
NANOG	CXXC1	0.010732791386544704
EOMES	PRTG	0.010732213035225868
NANOG	SLC39A11	0.010729487054049969
TRIM28	AES	0.01072910241782665
TRIM28	POLR3E	0.010726449079811571
TRIM28	UHRF1	0.010726379230618477
NANOG	ECI2	0.01072621252387762
NANOG	ESCO2	0.010725745931267738
NANOG	THAP9	0.010724672116339208
TRIM28	RAVER2	0.010724170133471487
NANOG	UHRF1	0.010722794570028782
NANOG	ZNF471	0.01071960385888815
TRIM28	PAWR	0.010718579404056072
TP53	NUP35	0.010718432255089285
EOMES	SERTAD2	0.010717662051320076
NANOG	SRSF3	0.010717603377997877
TRIM28	NUAK1	0.010716819204390049
JUND	SEMA3A	0.010716469027101994
TRIM28	KLF8	0.0107162743806839
TP53	DKK1	0.010715682059526443
POU5F1	RBPJ	0.010713288560509682
NANOG	FBXO28	0.010713089257478714
AR	HESX1	0.01070620957762003
NANOG	TFB2M	0.010706178843975069
POU5F1	AES	0.010705804452300072
ZFP42	TP53	0.010705591179430485
PRDM1	OXTR	0.010705103166401386
NANOG	CHAF1A	0.010704783722758291
TP53	LGALSL	0.010704515501856804
POU5F1	ZNF146	0.010703691281378271
NANOG	MYBL2	0.010702536441385746
PRDM1	AGL	0.010701300576329231
TP53	KLHL24	0.010700811631977558
POU5F1	CBX3	0.010700141079723837
EOMES	PLSCR4	0.010698824189603329
TP53	ZNF24	0.010698693804442884
POU5F1	SAMD3	0.0106958644464612
POU5F1	ARHGAP28	0.0106947124004364
NANOG	ZBTB38	0.010694156400859356
TP53	WDFY1	0.010693060234189034
TRIM28	PLCB4	0.010692300274968149
TP53	ELMO1	0.010690512135624886
POU5F1	KLF8	0.010689897462725641
POU5F1	PDGFA	0.010688766837120056
TP53	ETV1	0.010686893947422504
CTNNB1	IFI16	0.010686374269425869
NANOG	POLR3E	0.01068234536796808
TP53	TRDN	0.010682081803679466
POU5F1	POLR2A	0.010681690648198128
NANOG	GATM	0.010680904611945152
TP53	KLF6	0.01068022847175598
PRDM1	B4GALT4	0.010679926723241806
NANOG	ZNF512	0.010679751634597778
JUND	FOXK1	0.010678621008992195
EOMES	DECR1	0.010677197948098184
NANOG	RBMX	0.010676207020878792
TRIM28	NFYB	0.010676069185137749
NANOG	ESRRG	0.010675263591110706
TRIM28	NFATC3	0.010674712248146534
POU5F1	PREPL	0.010674148797988892
TP53	ANKRD13C	0.01067372690886259
PRDM1	GRPR	0.01067340187728405
EOMES	NRIP1	0.010673378594219685
JUND	PLOD2	0.010672662407159805
TRIM28	TCEA1	0.010672389529645443
TP53	POLR1A	0.010672378353774548
NANOG	WDR12	0.010672326199710369
TRIM28	LEF1	0.010671643540263176
TP53	CUL1	0.010671250522136688
TP53	ALCAM	0.010669896379113196
NANOG	AFF4	0.010668452829122543
TP53	UBTF	0.010666830465197565
TP53	GYPA	0.010666747577488422
TRIM28	COL5A1	0.010666689835488794
JUND	ZNF585B	0.010660211555659773
TP53	ALG6	0.01065720710903406
TRIM28	SOX7	0.010655827820301056
POU5F1	SMAD6	0.010655207559466362
NANOG	RNF138	0.010654733516275884
NANOG	MBIP	0.010651013813912868
NANOG	FAM117B	0.010650898329913616
CTNNB1	GATA6	0.010650215670466423
JUND	SATB1	0.010649310424923895
POU5F1	SRSF3	0.010649006813764572
POU5F1	SOS2	0.010648839175701141
EOMES	CLDN11	0.010647586546838284
NANOG	NFATC3	0.01064755953848362
TP53	INSIG2	0.010646231472492218
CTNNB1	MAN1A1	0.01064576767385006
EOMES	COLEC12	0.01064523123204708
TP53	RBPJ	0.010644972324371338
TRIM28	PARN	0.010644770227372645
SOX2	SOX3	0.01064383052289486
TRIM28	TRAPPC8	0.010642817243933678
TRIM28	SLC35F1	0.010642178356647491
TP53	ATF6	0.01064167357981205
POU5F1	ITPR2	0.010640739463269709
ZFP42	RBMX	0.010638442821800707
POU5F1	GYPA	0.010638346895575523
POU5F1	SH3BGRL2	0.010637911036610605
TRIM28	SIPA1L2	0.01063720975071192
TRIM28	CPVL	0.010635541751980782
TRIM28	DPH2	0.010635267943143845
JUND	GLRX	0.010632873512804508
NANOG	INSIG2	0.010630618780851364
TP53	FAM135A	0.01063015963882208
TRIM28	ILF2	0.01062870305031538
NANOG	TMEM131	0.010628473944962023
NANOG	DNAJC2	0.010628165677189829
POU5F1	TJP2	0.010628139600157738
TRIM28	ZNF142	0.010627652518451214
TP53	MAFG	0.010626843199133871
TP53	CCDC141	0.010626393370330334
TRIM28	TNC	0.010625532828271387
POU5F1	TRIP11	0.010624073445796968
GATA3	PCDH10	0.010621951892971992
EOMES	SNX18	0.01062086783349514
EOMES	PLAU	0.010619995184242724
TP53	ATG4C	0.01061995327472687
NANOG	SMG6	0.01061959005892277
NANOG	KLHL6	0.01061806920915842
POU5F1	SUPT7L	0.01061713509261608
TP53	RUVBL1	0.01061682030558586
STAT3	THY1	0.010616752319037914
TFAP2A	RXRG	0.010616275481879713
POU5F1	HPRT1	0.010615467093884943
NANOG	DNA2	0.010613917373120785
POU5F1	PHLDB2	0.01061334740370512
NANOG	NOL11	0.010612296871840954
TRIM28	WDR35	0.010610751807689668
TP53	USP44	0.010610338300466536
NANOG	PDE3B	0.0106101231649518
JUND	CCKBR	0.010608474723994732
TP53	MRPL1	0.010608329437673092
TP53	DTL	0.010607559233903885
NANOG	ILF2	0.010606978088617323
POU5F1	EMB	0.010606029070913792
TRIM28	STAT2	0.010605791583657265
